Battery,Brand,CPU,Color,Display,Graphics,MFG_year,Name,OS,Price,Ram,Size,Storage,URL,Weight,Wireless
"
                                                    4-cell, 55wh                                            ","
                                                            Dell                                                    ","
                                                    Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14 inches 2k (2560x1440) IPS touch cực đẹp                                            ","
                                                    Intel Graphics HD 520                                            ","
                                                            2016                                                    ",Dell Latitude E7470 i7 6600U 8GB SSD 256 màn 2K IPS Touch,"
                                                            Windows 10                                                    ",8.200.000đ,"
                                                    8GB DDR4 (2 khe có thể nâng cấp)                                            ","
                                                            33.4cm x 23.2cm x 1.8-2.1cm                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/dell-latitude-e7470-i7-6600u-8gb-ssd-256-man-2k-ips-touch/,"
                                                            1.65kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4Cells                                            ","
                                                            Dell                                                    ","
                                                    Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14.1inch Full HD (1920 x 1080 pixels) IPS panel, Có optional có cảm ứng                                            ","
                                                    Intel Graphics HD 620                                            ","
                                                            2017                                                    ",Dell Latitude E7480 i7 7600U RAM 8GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",7.900.000đ,"
                                                    8GB DDR4 bus 2133Mhz                                            ",,"
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-e7480-core-i7-7600u-8gb-ssd-512gb-fhd-ips/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4Cells                                            ","
                                                            Dell                                                    ","
                                                    Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14.1inch Full HD (1920 x 1080 pixels) IPS panel, Có optional có cảm ứng                                            ","
                                                    Intel Graphics HD 620                                            ","
                                                            2017                                                    ",Dell Latitude E7480 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",8.900.000đ,"
                                                    8GB DDR4 bus 2133Mhz                                            ",,"
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-e7480-core-i7-7600u-8gb-ssd-512gb-fhd-ips/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Bạc                                                    ","
                                                    14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz                                            ","
                                                    Intel Graphic UHD 620                                            ","
                                                            2019                                                    ",Lenovo Thinkpad T480s i7 8650U RAM 8GB SSD 256GB 2K IPS Silver,"
                                                            Windows 10                                                    ",11.500.000đ,"
                                                    8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i7-2k/,"
                                                            1.32KG                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Bạc                                                    ","
                                                    14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz                                            ","
                                                    Intel Graphic UHD 620                                            ","
                                                            2019                                                    ",Lenovo Thinkpad T480s i7 8650U RAM 16GB SSD 512GB 2K IPS Silver,"
                                                            Windows 10                                                    ",12.000.000đ,"
                                                    8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i7-2k/,"
                                                            1.32KG                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8650U (4 nhân 8 luồng, xung nhịp 1.9GHz -  4.2GHz, 8 MB Intel® Smart Cache)                                            ","
                                                            Bạc                                                    ","
                                                    14.0"" WQHD (2560x1440),màn nhám chống loá không cảm ứng, LED backlight, WVA, 300 nits, 16:9, tỷ lệ tương phản 700:1, độ phủ màu 72% gamut (khoảng trên 92% sRGB), tần số quét 60Hz                                            ","
                                                    Intel Graphic UHD 620                                            ","
                                                            2019                                                    ",Lenovo Thinkpad T480s i7 8650U RAM 24GB SSD 512GB 2K IPS Silver,"
                                                            Windows 10                                                    ",12.500.000đ,"
                                                    8GB DDR4 2400, có 1 khe lắp RAM để nâng cấp thêm                                            ","
                                                            33.1cm x 22.7cm x 1.8cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-t480s-i7-2k/,"
                                                            1.32KG                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                    3-cell, 50wh                                            ","
                                                            HP                                                    ","
                                                    Intel® Core™ i7-8565U (4 nhân 8 luồng, xung nhịp cơ bản 1.8GHz tối đa Turbo boost có thể đạt 4.6GHz, 8MB Intel® Smart Cache)                                            ","
                                                            Platinum (bạc)                                                    ","
                                                    14"" FHD (1920x1080), WVA, màn nhám chống lóa, không cảm ứng, viền mỏng cạnh trái phải, 250 nits, 45% NTSC                                            ","
                                                     Intel Graphics UHD 620                                            ","
                                                            2019                                                    ",Hp Elitebook 840 G6 i7-8565U 8GB SSD 256GB Intel FHD IPS,"
                                                            Windows 10                                                    ",10.200.000đ,"
                                                    8GB DDR4-2400 MHz                                            ","
                                                            32.61 x 23.42 x 1.8cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/hp-elitebook-840-g6-i7-intel/,"
                                                            1.78kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    3-cell, 50wh                                            ","
                                                            HP                                                    ","
                                                    Intel® Core™ i7-8565U (4 nhân 8 luồng, xung nhịp cơ bản 1.8GHz tối đa Turbo boost có thể đạt 4.6GHz, 8MB Intel® Smart Cache)                                            ","
                                                            Platinum (bạc)                                                    ","
                                                    14"" FHD (1920x1080), WVA, màn nhám chống lóa, không cảm ứng, viền mỏng cạnh trái phải, 250 nits, 45% NTSC                                            ","
                                                     Intel Graphics UHD 620                                            ","
                                                            2019                                                    ",Hp Elitebook 840 G6 i7-8565U 16GB SSD 256GB Intel FHD IPS,"
                                                            Windows 10                                                    ",10.700.000đ,"
                                                    8GB DDR4-2400 MHz                                            ","
                                                            32.61 x 23.42 x 1.8cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/hp-elitebook-840-g6-i7-intel/,"
                                                            1.78kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    45wh                                            ","
                                                            Microsoft                                                    ","
                                                    Intel Core i7 8650U (4 nhân 8 luồng, xung nhịp cơ bản 1.9Ghz có thể đạt tới 4.2Ghz với turbo Boost, 8 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    12.3” PixelSense™ Display, tỉ lệ màn 3:2, độ phân giải 2736 x 1824, 100% sRGB, cảm ứng đa điểm 10 chạm                                            ","
                                                    Intel UHD Graphics 620                                            ","
                                                            2018                                                    ",Surface Pro 6 i7-8650U RAM 16GB SSD 512GB 2K IPS Touch (Không kèm phím),,"
                            15.800.000đ                        ","
                                                    16GB LPDDR3                                            ","
                                                            29.2 cm x 20.1 cm x 0.85 cm                                                    ","
                                                    512 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/surface-pro-6-i7-intel/,"
                                                            784g                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4-cell, 60 Wh                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5-8365U (4 nhân 8 luồng, 6MB SmartCache, xung nhịp cơ bản 1.6 GHz, có thể đạt tới 4.1 GHz với Turbo Boost)                                            ","
                                                            Đen                                                    ","
                                                    13.3-in. HD (WXGA 1366x768) TN, 220nits, màn nhám không cảm ứng                                            ","
                                                    Đồ họa Intel® UHD cho Bộ xử lý Intel® thế hệ thứ 8                                            ","
                                                            2019                                                    ",Dell Latitude 7300 i5 8365U RAM 8GB SSD 256GB HD,"
                                                            Windows 10                                                    ","
                            8.000.000đ                        ","
                                                    8GB DDR4 2666 (2X4GB) nhưng chỉ nhận bus 2400 (theo nhà sản xuất công bố); Có 2 khe có thể lắp tối đa tới 32GB nhận bus 2400MHz                                            ","
                                                            30.6 x 20.6 x 1.74-1.84cmcm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-latitude-7300-i5-intel/,"
                                                            1.25kg                                                    ","
                                                            Intel Dual-Band Wireless-AC 9560 Wi-Fi + Bluetooth 5.0                                                    "
"
                                                    3-cell, 51wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel® Core™ i5-10210U Processor (6M Cache, up to 4.20 GHz)                                            ","
                                                            Đen                                                    ","
                                                    14″ FHD (1920×1080) IPS, LED backlight, màn nhám, 400 nits, tỷ lệ màn hình 16:9, độ tương phản 700:1, độ phủ màu 72% NTSC, có option cảm ứng tùy lô hàng                                            ","
                                                    Intel® UHD Graphics for 10th Gen Intel® Processors                                            ","
                                                            2020                                                    ",Lenovo Thinkpad X1 Carbon Gen 8 i5-10210U 8GB SSD 256GB Intel FHD IPS,"
                                                            Windows 10                                                    ","
                            Liên hệ                        ","
                                                    8GB LPDDR3-2133, không hỗ trợ nâng cấp                                            ","
                                                            32.3 x 21.7 x 1.49 cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-x1-carbon-gen-8-i5-nhieu-cau-hinh/,"
                                                            1.09kg                                                    ","
                                                            Intel Wireless-AC 8265 2×2 AC + Bluetooth                                                    "
"
                                                    4Cells                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5 7300U                                            ","
                                                            Đen                                                    ","
                                                    14"" Full HD IPS Touch                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2017                                                    ",Dell Latitude E7480 Core i5 7300U RAM 8GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ","
                            7.100.000đ                        ","
                                                    8GB 2133MHz DDR4                                            ",,"
                                                    256GB SSD                                            ",https://trungtran.vn/dell-latitude-e7480-core-i5-6300u-nhieu-option/,,"
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    6-cell, 97whr                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core™ i9 9880H (8 nhân 16 luồng, xung nhịp cơ bản 2.3GHz có thể đạt tối đa Turbo Boost 4.8GHz, 16 MB Intel® Smart Cache, vPro)                                            ","
                                                            Aluminum – Titan Gray (Xám bạc)                                                    ","
                                                    15.6″ UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB                                            ","
                                                    Đồ họa Intel® Core™ UHD 630 + NVIDIA Quadro T2000 4GB DDR5                                            ","
                                                            2019                                                    ",Dell Precision 5540 i9 9880H 16GB 512GB NVidia Quadro T2000 FHD IPS,"
                                                            Windows 10                                                    ",22.990.000đ,"
                                                    16GB DDR4 2666MHz                                            ","
                                                            35.7cm x 23.5cm x 1.15cm                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/dell-precision-5540-i9-nhieu-cau-hinh/,"
                                                            1.78kg                                                    ","
                                                            Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1                                                    "
"
                                                    6-cell, 97whr                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core™ i9 9880H (8 nhân 16 luồng, xung nhịp cơ bản 2.3GHz có thể đạt tối đa Turbo Boost 4.8GHz, 16 MB Intel® Smart Cache, vPro)                                            ","
                                                            Aluminum – Titan Gray (Xám bạc)                                                    ","
                                                    15.6″ UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB                                            ","
                                                    Đồ họa Intel® Core™ UHD 630 + NVIDIA Quadro T2000 4GB DDR5                                            ","
                                                            2019                                                    ",Dell Precision 5540 i9 9880H 16GB 1TB NVidia Quadro T2000 FHD IPS,"
                                                            Windows 10                                                    ",23.990.000đ,"
                                                    16GB DDR4 2666MHz                                            ","
                                                            35.7cm x 23.5cm x 1.15cm                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/dell-precision-5540-i9-nhieu-cau-hinh/,"
                                                            1.78kg                                                    ","
                                                            Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1                                                    "
"
                                                    6-cell, 97whr                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core™ i9 9880H (8 nhân 16 luồng, xung nhịp cơ bản 2.3GHz có thể đạt tối đa Turbo Boost 4.8GHz, 16 MB Intel® Smart Cache, vPro)                                            ","
                                                            Aluminum – Titan Gray (Xám bạc)                                                    ","
                                                    15.6″ UltraSharp FHD IGZO4, FHD (1920X1080) IPS, màn nhám, chống lóa, không cảm ứng, Premier Panel Guard, đổ phủ màu 100% sRGB                                            ","
                                                    Đồ họa Intel® Core™ UHD 630 + NVIDIA Quadro T2000 4GB DDR5                                            ","
                                                            2019                                                    ",Dell Precision 5540 i9 9880H 32GB 1TB NVidia Quadro T2000 FHD IPS,"
                                                            Windows 10                                                    ",24.990.000đ,"
                                                    16GB DDR4 2666MHz                                            ","
                                                            35.7cm x 23.5cm x 1.15cm                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/dell-precision-5540-i9-nhieu-cau-hinh/,"
                                                            1.78kg                                                    ","
                                                            Intel Dual Band Wireless AX200 2×2 + Bluetooth 5.1                                                    "
,,"
                                                    16GB                                            ",,"
                                                    6-cell (81Wh) Lithium Ion battery with ExpressCharge                                            ","
                                                    Cũ                                            ",,"Dell Precision 7720 i7 6820HQ 16GB SSD 512GB Quadro P3000 (6GB DDR5) 17.3"" FHD IPS",,"
                            Liên hệ                        ","
                                                    17,3 inch FHD 1920x1080 pixel IPS                                            ",,"
                                                    Intel HD Graphics 530 + NVIDIA Quadro P3000                                            ",https://trungtran.vn/dell-precision-7720-tong-hop-nhieu-cau-hinh/,,
"
                                                    4Cells                                            ","
                                                            Dell                                                    ","
                                                    Intel Core i5 8350U (4 nhân 8 luồng, xung nhịp cơ bản 1.7GHz có thể đạt tối đa tới 3.6GHz với Turbo Boost, 6 MB Intel® Smart Cache)                                            ","
                                                            Platinum (bạc)                                                    ","
                                                    13.3"" FHD IPS ( 1920x1080), màn nhám chống loá, không cảm ứng                                            ","
                                                    Intel® UHD Graphics 620                                            ","
                                                            2018                                                    ",Dell XPS 9370 i5 8350U RAM 16GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ","
                            Liên hệ                        ","
                                                    16GB LPDDR3 2133MHz không nâng cấp được                                            ","
                                                            30.2 x 19.9 x 1.16cm                                                    ","
                                                    256GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/dell-xps-9370-i5-nhieu-cau-hinh/,"
                                                            1.27kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4-cell Lithium ion                                            ","
                                                            Dell                                                    ","
                                                    Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    12.5inch Full HD 1920 x 1080 , Tấm Nền IPS                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2017                                                    ",Dell Latitude E7280 i7 7600U 8GB SSD 256GB FHD IPS,"
                                                            Windows 10                                                    ",Liên hệ,"
                                                    8GB                                            ","
                                                            30.5 x 20.8 x 1.7cm                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/dell-latitude-e7280-i7-7600u-8gb-ssd-256gb-fhd-ips/,"
                                                            1.18kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    4-cell Lithium ion                                            ","
                                                            Dell                                                    ","
                                                    Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    12.5inch Full HD 1920 x 1080 , Tấm Nền IPS                                            ","
                                                    Intel Graphic HD 620                                            ","
                                                            2017                                                    ",Dell Latitude E7280 i7 7600U 8GB SSD 256GB FHD IPS Touch,"
                                                            Windows 10                                                    ",Liên hệ,"
                                                    8GB                                            ","
                                                            30.5 x 20.8 x 1.7cm                                                    ","
                                                    256GB SSD                                            ",https://trungtran.vn/dell-latitude-e7280-i7-7600u-8gb-ssd-256gb-fhd-ips/,"
                                                            1.18kg                                                    ","
                                                            Wi-Fi + Bluetooth                                                    "
"
                                                    6-cell, 97whr                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core™ i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel® Smart Cache)                                            ","
                                                            Platinum (bạc)                                                    ","
                                                    15.6"" UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng                                            ","
                                                    Intel UHD Graphics 630 + Nvidia Quadro P2000                                            ","
                                                            2018                                                    ",Dell Precision 5530 i7 8850H RAM 16GB SSD 512GB P2000 FHD IPS,"
                                                            Windows 10                                                    ",17.900.000đ,"
                                                    16GB DDR4 bus 2666Mhz                                            ","
                                                            35.7cm x 23.5cm x 1,7cm                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/dell-precision-5530-i7-p2000/,"
                                                            1,87kg                                                    ","
                                                            Wi-Fi® 6, Bluetooth 5.1                                                    "
"
                                                    6-cell, 97whr                                            ","
                                                            Dell                                                    ","
                                                    Intel® Core™ i7 8850H (6 nhân 12 luồng, xung nhịp cơ bản 2.6GHz có thể đạt tối đa Turbo Boost 4.3GHz, 9 MB Intel® Smart Cache)                                            ","
                                                            Platinum (bạc)                                                    ","
                                                    15.6"" UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng                                            ","
                                                    Intel UHD Graphics 630 + Nvidia Quadro P2000                                            ","
                                                            2018                                                    ",Dell Precision 5530 i7 8850H RAM 16GB SSD 512GB P2000 4K IPS Touch,"
                                                            Windows 10                                                    ",20.500.000đ,"
                                                    16GB DDR4 bus 2666Mhz                                            ","
                                                            35.7cm x 23.5cm x 1,7cm                                                    ","
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/dell-precision-5530-i7-p2000/,"
                                                            1,87kg                                                    ","
                                                            Wi-Fi® 6, Bluetooth 5.1                                                    "
"
                                                    6cells                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14.1inch FullHD IPS (1920x1080) Anti-Glare LED-backlit, có cảm ứng                                            ","
                                                    Intel Graphic UHD cho gen 8                                            ","
                                                            2018                                                    ",Lenovo Thinkpad T490 i7-8665U 16GB SSD 512GB Intel FHD IPS Touch,"
                                                            Windows 10                                                    ",14.500.000đ,"
                                                    16GB DDR4                                            ",,"
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/lenovo-thinkpad-t490-i7-intel/,,
"
                                                    6cells                                            ","
                                                            Lenovo                                                    ","
                                                    Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel® Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14.1inch FullHD IPS (1920x1080) Anti-Glare LED-backlit, có cảm ứng                                            ","
                                                    Intel Graphic UHD cho gen 8                                            ","
                                                            2018                                                    ",Lenovo Thinkpad T490 i7-8665U 32GB SSD 1TB Intel FHD IPS Touch,"
                                                            Windows 10                                                    ",17.000.000đ,"
                                                    16GB DDR4                                            ",,"
                                                    512GB PCIe® NVMe™ M.2 SSD                                             ",https://trungtran.vn/lenovo-thinkpad-t490-i7-intel/,,
"
                                                    3-cell, 57wh                                            ","
                                                            Lenovo                                                    ","
                                                    Intel Core i7-8650U (4 nhân 8 luồng, xung nhịp đơn nhân 1.9GHz và đạt tối đa turbo boost 4.2GHz, 8MB Smart Cache)                                            ","
                                                            Đen                                                    ","
                                                    14.0"" FHD, Có cảm ứng, độ nhạy sáng 300nits, 72% sRGB                                            ","
                                                    Intel® UHD Graphics 620                                            ","
                                                            2018                                                    ",Lenovo Thinkpad X1 Carbon Gen 7 i5-8365U 16GB SSD 256GB Intel FHD IPS,"
                                                            Windows 10                                                    ",11.400.000đ,"
                                                    16GB LPDDR3 2133MHz không nâng cấp được                                            ","
                                                            32.3cm x 21.7cm x 1.6cm                                                    ","
                                                    256 GB PCIe® NVMe™ M.2 SSD                                            ",https://trungtran.vn/lenovo-thinkpad-x1-carbon-gen-6-i7-nhieu-cau-hinh/,"
                                                            1.13kg                                                    ","
                                                            Intel® wifi 2×2 + Bluetooth                                                     "
,,"
                                                    16 GB DDR4 2666MHz                                            ",,"
                                                    4 Cell 60WHr                                            ","
                                                    12 tháng                                            ",,Acer Predator Helios 300 i7 9750H 16GB NVME 256GB GTX 1660Ti 144Hz,"
                                                            Win10                                                    ","
                            Liên hệ                        ","
                                                    15.6"" Led IPS FHD 1920*1080 144Hz                                            ",,"
                                                    Nvidia GTX1660Ti 6GB                                            ",https://trungtran.vn/acer-predator-helio-300-i7-nhieu-cau-hinh/,,
