Name,Price,URL,ImgURL,CPU,Ram,Storage,Graphics,Display,Status,Battery,Wireless,Weight,Size,Color,OS,Brand,MFG_year
Thinkpad P52 Core i7 8850H RAM 16GB SSD 512GB P2000 4K IPS Touch,21300000,https://trungtran.vn/thinkpad-p52-i7-4k-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thinkpad_p52_p2000_trungtran-THUMBNAIL-600x336.png,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"15.6 inch 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,2.45,37.7 x 25.2 x 2.4-2.9,Đen,Windows 10,Lenovo,2018
Thinkpad P52 Core i7 8850H RAM 32GB SSD 512GB P2000 4K IPS Touch,23700000,https://trungtran.vn/thinkpad-p52-i7-4k-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thinkpad_p52_p2000_trungtran-THUMBNAIL-600x336.png,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"15.6 inch 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,2.45,37.7 x 25.2 x 2.4-2.9,Đen,Windows 10,Lenovo,2018
Thinkpad P52 Core i7 8850H RAM 64GB SSD 1TB P2000 4K IPS Touch,26700000,https://trungtran.vn/thinkpad-p52-i7-4k-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thinkpad_p52_p2000_trungtran-THUMBNAIL-600x336.png,"Intel Core i7 8850H (6 nhân 12 luồng, xung nhịp đơn nhân 2.6GHz và đạt tối đa turbo boost 4.3GHz, 9 MB Intel Smart Cache)",16GB DDR4 2666MHz nhưng chỉ nhận tới 2400MHz,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics 630 + NVidia Quadro P2000 4GB GDDR5,"15.6 inch 4K (3840x2160) WVA, màn nhám có cảm ứng, độ sáng 400 nits, tỷ lệ khung hình 16:9, tỷ lệ tương phản 1000:1, độ phủ màu 100%",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,2.45,37.7 x 25.2 x 2.4-2.9,Đen,Windows 10,Lenovo,2018
Acer Nitro 5 2021 Core i7 11800H 16GB SSD 512GB RTX 3050Ti FHD IPS,18900000,https://trungtran.vn/acer-nitro-5-eagle-i7-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/acer-gaming/resized/png-fullsize.webp,"Intel Core i7 11800H (8 nhân 16 luồng, xung nhịp tối đa có thể đạt tới 4.6GHz, 24 MB Intel Smart Cache)", 16GB DDR4-3200 MHz (có 2 khe thể nâng cấp tới 32GB – theo nhà sản xuất),512GB PCIe NVMe M.2 SSD, Intel Core UHD dành thế hệ thứ 11 + NVIDIA GeForce RTX 3050Ti 4GB GDDR6," 15.6 inch, FHD (1920 x 1080) IPS, ComfyView, màn nhám chống lóa, không cảm ứng, tần số quét 144Hz, độ sáng màn hình 250 nits, độ phủ màu 45% NTSC, tỷ lệ khung hình 16",Outlet/Refurbished,Battery," Killer Wi-Fi 6, Bluetooth 5.2",2.2, 36.3 x 25.4 x 2.38,Obsidian Black (Đen), Windows 11 Home,Acer, 5/2021
Core i5-1035G7 RAM 8GB SSD 256GB 13″ 2K IPS Touch,14990000,https://trungtran.vn/surface-laptop-3-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/surface_laptop_3.jpg,"Intel core i5 1035G7 (4 nhân 8 luồng, xung nhịp cơ bản 1.2GHz có thể đạt tối đa với Turbo Boost 3.7GHz, 6 MB Intel Smart Cache)","8GB DDR4 3733mhz RAM hàn chết, không cho phép nâng cấp",256GB M.2 2230 SSD,Intel Iris Plus Graphics,"13.5 inch PixelSense Display, độ phân giải 2256 x 1504 (201 PPI), tỷ lệ khung hình 3:2, màn gương, có cảm ứng, tần số quét 60Hz",Outlet/Refurbished,Battery,Intel Wi-Fi 5 + Bluetooth 5.0,1.28,30.8  x 22.3  x 1.45,Matte Black (đen nhám),Windows 10,Microsoft,2020
Dell Latitude 5300 i5-8365U 8GB SSD 240GB/256GB 13.3 FHD IPS Touch,8500000,https://trungtran.vn/surface-laptop-3-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/surface_laptop_3.jpg,"Intel core i5 1035G7 (4 nhân 8 luồng, xung nhịp cơ bản 1.2GHz có thể đạt tối đa với Turbo Boost 3.7GHz, 6 MB Intel Smart Cache)","8GB DDR4 3733mhz RAM hàn chết, không cho phép nâng cấp",256GB M.2 2230 SSD,Intel Iris Plus Graphics,"13.5 inch PixelSense Display, độ phân giải 2256 x 1504 (201 PPI), tỷ lệ khung hình 3:2, màn gương, có cảm ứng, tần số quét 60Hz",Outlet/Refurbished,Battery,Intel Wi-Fi 5 + Bluetooth 5.0,1.28,30.8  x 22.3  x 1.45,Matte Black (đen nhám),Windows 10,Microsoft,2020
LG Gram 16 2022 2-in-1 i7-1260P RAM 16GB SSD 512GB 2K Touch Kèm bút,26500000,https://trungtran.vn/surface-laptop-3-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/surface_laptop_3.jpg,"Intel core i5 1035G7 (4 nhân 8 luồng, xung nhịp cơ bản 1.2GHz có thể đạt tối đa với Turbo Boost 3.7GHz, 6 MB Intel Smart Cache)","8GB DDR4 3733mhz RAM hàn chết, không cho phép nâng cấp",256GB M.2 2230 SSD,Intel Iris Plus Graphics,"13.5 inch PixelSense Display, độ phân giải 2256 x 1504 (201 PPI), tỷ lệ khung hình 3:2, màn gương, có cảm ứng, tần số quét 60Hz",Outlet/Refurbished,Battery,Intel Wi-Fi 5 + Bluetooth 5.0,1.28,30.8  x 22.3  x 1.45,Matte Black (đen nhám),Windows 10,Microsoft,2020
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 5600H 8GB SSD 256GB GTX 1650 FHD IPS 120Hz,14590000,https://trungtran.vn/lenovo-ideapad-gaming-3-ryzen-5_nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/ideapad-gaming-3-front.jpg,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)","16GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp",256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"15.6 inch UltraSharp FHD IGZO4 (1920x1080), chống lóa, không cảm ứng, 72% Color Gamut, viền mỏng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Lenovo,2018
Dell Inspiron 5310 i5 11320H 16GB SSD 512GB Intel FHD+ Like New,13800000,https://trungtran.vn/dell-inspiron-5310-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell_inspiron_5310_png_fullsize.png,"Intel Core i5 11320H (4 nhân 8 luồng, tần số xung nhịp cơ bản 2.3GHz – tối đa Turbo boost có thể đạt 4.5GHz, 8MB Smart Cache)",16gb không nâng cấp được,512GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,"13.3 inch FHD+ (1920X1200), WVA, không cảm ứng, 300nits, 100% sRGB",Nhiều phân bản,Battery,"Wi-Fi 6, Bluetooth 5.1",1.28,29.6 x 21 x 1.4-1.6,Platinum Silver (bạc),Windows 10,Dell,2021
Dell Inspiron 5310 i5 11320H 16GB SSD 512GB Intel FHD+ Open box,14800000,https://trungtran.vn/dell-inspiron-5310-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell_inspiron_5310_png_fullsize.png,"Intel Core i5 11320H (4 nhân 8 luồng, tần số xung nhịp cơ bản 2.3GHz – tối đa Turbo boost có thể đạt 4.5GHz, 8MB Smart Cache)",16gb không nâng cấp được,512GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,"13.3 inch FHD+ (1920X1200), WVA, không cảm ứng, 300nits, 100% sRGB",Nhiều phân bản,Battery,"Wi-Fi 6, Bluetooth 5.1",1.28,29.6 x 21 x 1.4-1.6,Platinum Silver (bạc),Windows 10,Dell,2021
Surface Pro 7 Plus i5-1135G7 RAM 8GB SSD 128GB 12.3″ 2736x1824 Touch - Không bàn phím,15400000,https://trungtran.vn/surface-pro-7-plus/,https://trungtran.vn/images/products/2023/resized/71v2U9DriOL__AC_SL1500_.jpg,"Intel Core i5 1135G7 (4 nhân, 8 luồng, xung nhịp có thể đạt tối đa tới 4.2GHz với turbo boost, 8MB Smart Cache)","8GB LPDDR4x – 4267MHz, dual channel, không hỗ trợ nâng cấp",128GB, Intel Iris Xe,"12.3 inch PixelSense Display, 2K (2736 x 1824)  mật độ điểm ảnh 267 PPI, tỷ lệ khung hình 3:2, màn gương, có cảm ứng",New 100%,Battery,"Wi-Fi 6, Bluetooth 5.0, bản này không hỗ trợ LTE và nanoSIM, đây là optional từ hãng",0.77,29.2 x 20.1 x 0.85,Silver (bạc),Windows 10 Pro,Microsoft,2021
Surface Pro 7 Plus i5-1135G7 RAM 8GB SSD 128GB 12.3″ 2736×1824 Touch - Kèm bàn phím Type Cover Mới 100%,17500000,https://trungtran.vn/surface-pro-7-plus/,https://trungtran.vn/images/products/2023/resized/71v2U9DriOL__AC_SL1500_.jpg,"Intel Core i5 1135G7 (4 nhân, 8 luồng, xung nhịp có thể đạt tối đa tới 4.2GHz với turbo boost, 8MB Smart Cache)","8GB LPDDR4x – 4267MHz, dual channel, không hỗ trợ nâng cấp",128GB, Intel Iris Xe,"12.3 inch PixelSense Display, 2K (2736 x 1824)  mật độ điểm ảnh 267 PPI, tỷ lệ khung hình 3:2, màn gương, có cảm ứng",New 100%,Battery,"Wi-Fi 6, Bluetooth 5.0, bản này không hỗ trợ LTE và nanoSIM, đây là optional từ hãng",0.77,29.2 x 20.1 x 0.85,Silver (bạc),Windows 10 Pro,Microsoft,2021
Dell Precision 7720 i7 6820HQ 16GB SSD 240GB AMD Radeon PRO WX 4130 17.3inch FHD IPS,14500000,https://trungtran.vn/dell-precision-7720-i7-amd-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_7720.png,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel Smart Cache)",16GB DDR4,240GB SSD,Intel HD Graphics 530 + AMD Radeon PRO WX 4130,"17,3 inch FHD 1920x1080 pixel IPS",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,3.4,41.7 x 28.1 x 2.8 - 3.4,Đen,Windows 10,Dell,2016
Dell Precision 7720 i7 6820HQ 32GB SSD 512GB AMD Radeon PRO WX 4130 17.3 FHD IPS,16000000,https://trungtran.vn/dell-precision-7720-i7-amd-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/chinh_dien_7720.png,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel Smart Cache)",16GB DDR4,240GB SSD,Intel HD Graphics 530 + AMD Radeon PRO WX 4130,"17,3 inch FHD 1920x1080 pixel IPS",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,3.4,41.7 x 28.1 x 2.8 - 3.4,Đen,Windows 10,Dell,2016
Lenovo IdeaPad 3 i3-1115G4 8GB SSD 256GB HD Touch,9450000,https://trungtran.vn/laptop-lenovo-ideapad-i3-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/laptop-mong-nhe/resized/lenovo-ideapad-3-15ITL05.webp,"Intel Core i3 1115G4 (2 nhân 4 luồng, xung nhịp cơ bản 3.0GHz, xung nhịp tối đa có thể đạt tới 4.1GHz, 6MB Smart Cache)",8GB DDR4-2666 MHz,256GB PCIe NVMe M.2 SSD,Intel UHD dành cho chip thế hệ 11,"15.6 inch, HD (1366 x 768) TN, có cảm ứng, tấn số quét màn 60Hz",New 100%,Battery,Intel Wireless-AC 9560 2×2 AC; Bluetooth 5.0,1.7,36.2 x 25.3 x 1.9,Platinum Gray (Xám bạc),Windows 11,Lenovo,2021
ThinkPad T14 Gen 1 i7-10510U 16GB SSD 512GB MX330 FHD IPS,16500000,https://trungtran.vn/thinkpad-t14-gen-1-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thinkpad_t14_gen_1.png,"Intel Core i7 10510U (4 nhân 8 luồng, xung nhịp đơn nhân 1.8GHz, tối đa có thể đạt tới 4.9GHz Turbo Boost đa nhân, 8 MB Intel Smart Cache)",16GB DDR4 2666MHz,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics + NVIDIA GeForce MX330 2GB GDDR5,"14 inch FHD IPS (1920x1080), màn nhám không cảm ứng, độ sáng màn hình 250nits, tần số quét màn 60Hz, độ phủ màu 45% NTSC, tỉ lệ màn hình 16:9, tỷ lệ tương phản ánh sáng 700:1",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.47-1.55,32.9 x 22.7 x 1.79,Đen,Windows 10,Lenovo,2010
Acer Aspire 5 i3 1115G4 4GB SSD 128 FHD,8999000,https://trungtran.vn/acer-aspire-5-a515-56-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/Acer-Aspire-5-i3-1005G1.png,"Intel Core i3 1115G4 (2 nhân 4 luồng, xung nhịp cơ bản 3.0GHz, xung nhịp tối đa có thể đạt tới 4.1GHz, 6MB Smart Cache)",4GB,SSD 128GB,Intel,14 inch FHD (1920 x 1080) màn nhám không cảm ứng,Outlet/Refurbished,Battery,Wi-Fi + Bluetooth,1.8,36.3 x 25.05 x 1.7,Bạc,Windows 10,Acer,2021
Dell Inspiron 15 3501 i3-1115G4 8GB SSD 256GB FHD Touch,11800000,https://trungtran.vn/dell-inspiron-3501-intel-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell_inspiron_3501__accent_black.png,"Intel Core i3-1115G4 (2 nhân, 4 luồng, tần số tối đa đa nhân Turbo boost 4.1GHz, 6 MB Intel Smart Cache)",DDR4 8GB 2666MHz,256GB PCIe NVMe M.2 SSD,Intel UHD Graphics,15.6 inch FullHD IPS 1920x1080 tấm nền IPS có cảm ứng đa điểm Touch,New 100%,Battery,Wi-Fi + Bluetooth,1.8 – 1.9,36.4 x 24.9 x 1.8-1.9,Accent Black (Đen),Windows 10,Dell,2021
ThinkPad P70 i7-6820HQ 16GB SSD 256GB M600M 17.3 FHD IPS,15500000,https://trungtran.vn/thinkpad-p70-i7-quadro-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thinkpad_p70.png,"Intel Core i7 6820HQ (4 nhân 8 luồng, xung nhịp cơ bản 2.7GHz có thể đạt tối đa 3.6GHz với Turbo Boost, 8 MB Intel Smart Cache)",16GB DDR4-2133,256GB SSD,Intel HD Graphics 530 + NVIDIA Quadro M600M,17.3 inch diagonal FHD UWVA IPS anti-glare LED-backlit (1920 x 1080),Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,3.43,41.6 x 27.5 x 2.9 - 3.1,Đen,Windows 10,Lenovo,2016
Dell Latitude E7470 i7 6600U 8GB SSD 256 màn 2K IPS Touch,8200000,https://trungtran.vn/dell-latitude-e7470-i7-6600u-8gb-ssd-256-man-2k-ips-touch/,https://trungtran.vn//upload_images/images/products/dell-latitude/resized/Dell-Latitude-E7470.webp,"Intel core i7 6600U (2 nhân 4 luồng, xung nhịp cơ bản 2.6GHz, có thể đạt tối đa 3.4GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4 (2 khe có thể nâng cấp),256GB SSD,Intel Graphics HD 520,14 inches 2k (2560x1440) IPS touch cực đẹp,Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,1.65,33.4 x 23.2 x 1.8-2.1,Đen,Windows 10,Dell,2016
Dell G15 5511 i5-11400H RAM 8GB SSD 512GB RTX 3050 FHD IPS 120Hz,18300000,https://trungtran.vn/dell-g15-5511-intel-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/dell_g15_5511_png_full_size.png,"Intel Core i5-11400H (6 nhân 12 luồng, tần số xung nhịp cơ bản 2.7GHz – tối đa Turbo boost có thể đạt 4.5GHz, 12 MB Intel Smart Cache)",8GB DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics + NVIDIA GeForce RTX 3050 4GB GDDR6,"15.6 inch FHD IPS (1920×1080), WVA, chống lóa, không cảm ứng, độ sáng 250nits, tần số quét màn 120Hz",Outlet/Refurbished,Battery,"Wi-Fi 6, Bluetooth 5.2",2.65 – 2.8,35.73 x 27.21 x 2.13-2.53,Xám đậm,Windows 10,Dell,2021
Dell Latitude 7320 i7 1185G7 16GB 256GB FHD IPS Touch (Đen),15800000,https://trungtran.vn/dell-latitude-e7320-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thumbnail_dell_latitude_7320_i5.png,"Intel Core i5 1145G7 (4 nhân, 8 luồng, xung nhịp có thể đạt tối đa Turbo Boost 4.4GHz, 8 MB Intel Smart Cache )",16GB 3733MHz LPDDR4x Memory Onboard,256GB PCIe NVMe M.2 SSD,"Intel Iris Xe Graphics, on board","13.3 inch FHD ( 1920x1080) WVA, không cảm ứng, 250nits, 60Hz, low blue light",Outlet/Refurbished,Battery,Intel Wi-Fi 6 + Bluetooth 5.1,1.12,30.6 x 19.9 x 1.6 – 1.8,Đen,Windows 10,Dell,2021
Dell Latitude 7320 2-in-1 i7 1185G7 16GB 256GB FHD IPS Touch,19500000,https://trungtran.vn/dell-latitude-e7320-i5-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thumbnail_dell_latitude_7320_i5.png,"Intel Core i5 1145G7 (4 nhân, 8 luồng, xung nhịp có thể đạt tối đa Turbo Boost 4.4GHz, 8 MB Intel Smart Cache )",16GB 3733MHz LPDDR4x Memory Onboard,256GB PCIe NVMe M.2 SSD,"Intel Iris Xe Graphics, on board","13.3 inch FHD ( 1920x1080) WVA, không cảm ứng, 250nits, 60Hz, low blue light",Outlet/Refurbished,Battery,Intel Wi-Fi 6 + Bluetooth 5.1,1.12,30.6 x 19.9 x 1.6 – 1.8,Đen,Windows 10,Dell,2021
Dell Latitude E7480 i7 7600U RAM 8GB SSD 256GB FHD IPS,7900000,https://trungtran.vn/dell-latitude-e7480-core-i7-7600u-8gb-ssd-512gb-fhd-ips/,https://trungtran.vn/images/products/2023/resized/7480_chinh_dien_png.png,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4 bus 2133Mhz,256GB PCIe NVMe M.2 SSD,Intel Graphics HD 620,"14.1inch Full HD (1920 x 1080 pixels) IPS panel, Có optional có cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Dell,2017
Dell Latitude E7480 i7 7600U RAM 8GB SSD 256GB FHD IPS Touch,8900000,https://trungtran.vn/dell-latitude-e7480-core-i7-7600u-8gb-ssd-512gb-fhd-ips/,https://trungtran.vn/images/products/2023/resized/7480_chinh_dien_png.png,"Intel core i7 7600U (2 nhân 4 luồng, xung nhịp cơ bản 2.8GHz, có thể đạt tối đa 3.9GHz với Turbo Boost, 4 MB Intel Smart Cache)",8GB DDR4 bus 2133Mhz,256GB PCIe NVMe M.2 SSD,Intel Graphics HD 620,"14.1inch Full HD (1920 x 1080 pixels) IPS panel, Có optional có cảm ứng",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10,Dell,2017
Dell Latitude 7320 i7 1185G7 16GB 256GB FHD IPS Touch (Đen),15800000,https://trungtran.vn/dell-latitude-e7320-i7-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thumbnail_dell_latitude_7320_i5.png,"Intel Core i7 1185G7 (4 nhân, 8 luồng, xung nhịp có thể đạt tối đa Turbo Boost 4.8GHz, 12 MB Intel Smart Cache )",16GB LPDDR4X 4267 MHz không nâng cấp được,256GB PCIe NVMe M.2 SSD,"Intel Iris Xe Graphics, on board","13.3 inch FHD IPS, có cảm ứng, độ sáng 300nits",hàng outlet fullbox,Battery,Intel Wi-Fi 6 + Bluetooth 5.1,1.12,30.6 x 19.9 x 1.6 – 1.8,Đen,Windows 10,Dell,2021
Thinkpad T490s i7-8665U 32GB SSD 512GB FHD IPS Touch,16200000,https://trungtran.vn/thinkpad-t490s-i7-intel/,https://trungtran.vn/images/products/2023/resized/ThinkPad_T490s_CT1_04.png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)","32GB DDR4 2400MHz, không nâng cấp được",256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"14 inch FHD (1920x1080) IPS, màn nhám có cảm ứng, độ sáng 300nits, tỷ lệ khung hình 16:9; tỷ lệ tương phản 700:1; độ phủ màu 45% NTSC (tương đương chỉ tầm 65% sRGB), màn giảm ánh sáng xanh",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth 5.1,1.35,32.9 x 22.6 x 1.67,Đen,Windows 10,Lenovo,2018
Thinkpad T490s i7-8665U 12GB SSD 256GB FHD IPS Touch,13500000,https://trungtran.vn/thinkpad-t490s-i7-intel/,https://trungtran.vn/images/products/2023/resized/ThinkPad_T490s_CT1_04.png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)","32GB DDR4 2400MHz, không nâng cấp được",256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"14 inch FHD (1920x1080) IPS, màn nhám có cảm ứng, độ sáng 300nits, tỷ lệ khung hình 16:9; tỷ lệ tương phản 700:1; độ phủ màu 45% NTSC (tương đương chỉ tầm 65% sRGB), màn giảm ánh sáng xanh",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth 5.1,1.35,32.9 x 22.6 x 1.67,Đen,Windows 10,Lenovo,2018
Thinkpad T490s i7-8665U 32GB SSD 256GB FHD IPS Touch,15500000,https://trungtran.vn/thinkpad-t490s-i7-intel/,https://trungtran.vn/images/products/2023/resized/ThinkPad_T490s_CT1_04.png,"Intel core i7 8665U (4 nhân 8 luồng, xung nhịp cơ bản 1.9GHz, có thể đạt tối đa 4.8GHz với Turbo Boost, 8MB Intel Smart Cache)","32GB DDR4 2400MHz, không nâng cấp được",256GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"14 inch FHD (1920x1080) IPS, màn nhám có cảm ứng, độ sáng 300nits, tỷ lệ khung hình 16:9; tỷ lệ tương phản 700:1; độ phủ màu 45% NTSC (tương đương chỉ tầm 65% sRGB), màn giảm ánh sáng xanh",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth 5.1,1.35,32.9 x 22.6 x 1.67,Đen,Windows 10,Lenovo,2018
LG Gram 16 2022 2-in-1 i7-1260P RAM 16GB SSD 512GB 2K Touch Kèm bút,26500000,https://trungtran.vn/lg-gram-16-2021-i7-intel/,https://trungtran.vn/images/products/2023/resized/LG_GRAM_16_2021_(2).png,"Intel Core i7 1165G7 (4 nhân 8 luồng, xung nhịp cơ bản 2.8GB và có thể đạt tối đa Turbo Boost 4.7GHz, 12 MB Intel Smart Cache)","16GB LPDDR4X 4266MHz, không nâng cấp được",512GB PCIe NVME M.2 2280 SSD,Intel Iris Xe,"16 inch WQXGA - 2K+ (2560 x 1600) IPS LCD với công nghệ màn gương cường lực Corning Gorilla Glass 6, chống lóa, có cảm ứng, tỷ lệ khung hình 16:10, độ phủ màu DCI-P3 99% (tối thiểu 95%), ~100% sRGB",Opened Box,Battery,"Wi-Fi 6, Bluetooth 5.1",1.48,35.66 x 24.84 x 1.7,Đen,Windows 10,LG,2021
Surface Pro 6 i7-8650U RAM 16GB SSD 512GB 2K IPS Touch (Không kèm phím),15800000,https://trungtran.vn/surface-pro-6-i7-intel/,https://trungtran.vn/images/products/2023/resized/microsoft_surface_pro_6.png,"Intel Core i7 8650U (4 nhân 8 luồng, xung nhịp cơ bản 1.9Ghz có thể đạt tới 4.2Ghz với turbo Boost, 8 MB Intel Smart Cache)",16GB LPDDR3,512GB PCIe NVMe M.2 SSD,Intel UHD Graphics 620,"12.3 inch PixelSense Display, tỉ lệ màn 3:2, độ phân giải 2736 x 1824, 100% sRGB, cảm ứng đa điểm 10 chạm",Đã qua sử dụng,Battery,Wi-Fi + Bluetooth,784g,29.2  x 20.1  x 0.85,Đen,Windows 10,Microsoft,2018
ThinkPad T14 Gen 1 AMD Ryzen 5 Pro 4650U 16GB SSD 512GB FHD IPS Touch,15700000,https://trungtran.vn/thinkpad-t14-gen-1-amd-nhieu-cau-hinh/,https://trungtran.vn/images/products/2023/resized/thinkpad_t14_gen_1.png,16GB DDR4 3200MHz,14 FHD (1920x1080),AMD Radeon Graphics,Intel UHD Graphics 620,Mới,Mới,Battery,Wi-Fi + Bluetooth,,,Đen,Windows 10 Pro,Lenovo,2018
DELL XPS 9310 i5-1135G7 8GB SSD 256 FHD+IPS,20400000,https://trungtran.vn/dell-xps-13-9310-i5-nhieu-cau-hinh/,https://trungtran.vn//upload_images/images/products/dell-xps/resized/front-dell-xps-9310.webp,"Intel Core  i5-1135G7 (4 nhân 8 luồng, tần số xung nhịp cơ bản 2.4GHz – tối đa Turbo boost có thể đạt 4.2GHz, 8 MB Intel Smart Cache)","8GB, LPDDR4x-4267GHz, on board",256GB PCIe NVMe M.2 SSD,"Intel Iris Xe Graphics, on board","13.4 inch, FHD+ (1920x1200), 60 Hz, anti-glare, non-touch, InfinityEdge, sRGB 100% typical, 500 nits",Outlet/Refurbished,Battery,Wi-Fi + Bluetooth,1.2,29.6 x 19.9 x 1.5,Platinum (bạc),Windows 10,Dell,2021
ThinkBook 14 G5+ 2023 i5 13500H RAM 16GB SSD 512GB 14 2.8K 90Hz,20900000,https://trungtran.vn/dell-inspiron-5330-i5-intel/,https://trungtran.vn/images/products/2023/resized/laptop-inspiron-13-5330-fpr-gray-gallery-2.png,"Intel Core i5 1340P (12 nhân 16 luồng, tần số xung nhịp cơ bản 3.4GHz – tối đa Turbo boost có thể đạt 4.6GHz, 12MB Smart Cache)","16GB LPDDR5 5200MHz, dual channel, không hỗ trợ nâng cấp",512GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,"13.3 inch QHD+ (2560x1600), WVA, màn nhám chống lóa, không cảm ứng, độ sáng màn hình 300nits, tần số quét màn 60Hz, độ phủ màu 100% sRGB, tỷ lệ khung hình 16:10, màn low blue light",New 100%,Battery,"Wi-Fi 6, Bluetooth 5.2",1.24,29.7 x 21.35 x 1.4-1.6,"Platinum Silver (bạc),  (phần nhựa bản lề màu ghi đốm trắng Milkyway star trails)",Windows 11,Dell,2023
