Product,Price,Image,Link,CPU,RAM,Storage,Graphics,Screen,Status,OS,Size,Connector,Brand
Asus Vivobook S 14 Flip TP3402VA i9 13900H (LZ118W),24.490.000,https://cdn.tgdd.vn/Products/Images/44/306195/asus-vivobook-s-14-flip-tp3402va-i9-lz118w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-s-14-flip-tp3402va-i9-lz118w,"i9, 13900H, 2.6GHz","16 GB, DDR4 2 khe (8 GB onboard+ 1 khe 8 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","14"", WUXGA (1920 x 1200)",New,Windows 11 Home SL,Dài 313.2 mm - Rộng 227.6 mm - Dày 18.9 mm - Nặng 1.5 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 2.0, 1 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",ASUS
HP Pavilion X360 14 ek0132TU i7 1255U (7C0W4PA),24.490.000,https://cdn.tgdd.vn/Products/Images/44/303079/hp-pavilion-x360-14-ek0132tu-i7-7c0w4pa-thumb-600x600.jpg,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0132tu-i7-7c0w4pa,"i7, 1255U, 1.7GHz","16 GB, DDR4 (Onboard), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel Iris Xe","14"", Full HD (1920 x 1080) ",New,Windows 11 Home SL,Dài 322 mm - Rộng 210 mm - Dày 19.9 mm - Nặng 1.51 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",HP
Lenovo Yoga Slim 7 Carbon 13ITL5 i7 1165G7 (82EV00AWVN),24.490.000,https://cdn.tgdd.vn/Products/Images/44/288373/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn,"i7, 1165G7, 2.8GHz","16 GB, LPDDR4X (Onboard), 4266 MHz",1 TB SSD M.2 PCIe,"Card tích hợp, Intel Iris Xe","13.3"", WQXGA (2560 x 1600)",New,Windows 11 Home SL,Dài 295.88 mm - Rộng 208.85 mm - Dày 15 mm - Nặng 0.966 kg,"USB Type-C, Jack tai nghe 3.5 mm, 2 x Thunderbolt 4",LENOVO
Asus Vivobook 14X OLED S3405VA i9 13900H (KM071W),24.690.000,https://cdn.tgdd.vn/Products/Images/44/306198/asus-vivobook-14x-oled-s3405va-i9-km071w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-14x-oled-s3405va-i9-km071w,"i9, 13900H, 2.6GHz","16 GB, DDR4 2 khe (8 GB onboard+ 1 khe 8 GB), 3200 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED 16:10, 90Hz",New,Windows 11 Home SL,Dài 317.1 mm - Rộng 222.5 mm - Dày 18.9 mm - Nặng 1.4 kg,"USB Type-C, HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",ASUS
Lenovo Ideapad Gaming 3 15IAH7 i7 12700H (82S9007UVN),23.990.000,https://cdn.tgdd.vn/Products/Images/44/292663/lenovo-ideapad-gaming-3-15iah7-i7-82s9007uvn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15iah7-i7-82s9007uvn,"i7, 12700H, 2.30 GHz","16 GB, DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card rời, RTX 3050Ti 4GB","15.6"", Full HD (1920 x 1080) , 120Hz",New,Windows 11 Home SL,Dài 359.6 mm - Rộng 266.4 mm - Dày 21.8 mm - Nặng 2.315 kg,"1 x Thunderbolt 4 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2",LENOVO
Dell Inspiron 16 5620 i7 1255U (N6I7009W1),26.590.0,https://cdn.tgdd.vn/Products/Images/44/306103/dell-inspiron-16-5620-i7-n6i7009w1-thumb-600x600.jpg,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i7-n6i7009w1,"i7, 1255U, 1.7GHz","16 GB, DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB), 3200 MHz","512 GB SSD NVMe PCIe, Hỗ trợ bộ nhớ Intel Optane","Card tích hợp, Intel Iris Xe","16"", Full HD+ (1920 x 1200)",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 356.7 mm - Rộng 251.9 mm - Dày 15.67 ~ 17.95 mm - Nặng 1.97 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",DELL
Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN095W),27.990.0,https://cdn.tgdd.vn/Products/Images/44/305011/asus-tuf-gaming-f15-fx507zc4-i7-hn095w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zc4-i5-hn095w,"i5, 12500H, 2.5GHz","16 GB, DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","Card rời, RTX 3050 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 22.4 ~ 24.9 mm - Nặng 2.2 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)",ASUS
Lenovo Yoga Duet 7 13ITL6 i5 1135G7 (82MA009NVN),24.990.000,https://cdn.tgdd.vn/Products/Images/44/292394/lenovo-yoga-duet-7-13itl6-i5-82ma009nvn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i5-82ma009nvn,"i5, 1135G7, 2.4GHz","8 GB, DDR4 (Onboard), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel Iris Xe","13"", WQHD (2160x1350)",New,Windows 11 Home SL,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.168 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), Jack tai nghe 3.5 mm, USB-C 3.2 Gen 1 (support data transfer and Power Delivery 3.0), 1 x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu và Always On)",LENOVO
Asus Vivobook Pro 15 OLED K6502Z i5 12450H (MA025W),30.990.0,https://cdn.tgdd.vn/Products/Images/44/292690/asus-vivobook-pro-15-k6502z-i5-ma025w-241122-102353-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-k6502z-i5-ma025w,"i5, 12450H, 2GHz","16 GB, DDR4 2 khe (1 khe 16 GB onboard + 1 khe rời), 3200 MHz",512 GB SSD NVMe PCIe,"Card rời, RTX 3050 4GB","15.6"", 2.8K (2880 x 1620) - OLED, 120Hz",New,Windows 11 Home SL,Dài 356.5 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.8 kg,"1 x Thunderbolt 4 (hỗ trợ display/power delivery), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery)",ASUS
Asus TUF Gaming F15 FX507ZC i7 12700H (HN124W),32.490.0,https://cdn.tgdd.vn/Products/Images/44/275229/asus-tuf-gaming-fx507zc-i7-12700h-8gb-512gb-4gb-280322-021747-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx507zc-i7-hn124w,"i7, 12700H, 2.30 GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","Card rời, RTX 3050 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - Nặng 2.2 kg,"Thunderbolt 4, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
Asus Zenbook 14 OLED UX3402VA i5 1340P (KM085W),27.990.0,https://cdn.tgdd.vn/Products/Images/44/304260/asus-zenbook-14-oled-ux3402va-i5-km085w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i5-km085w,"i5, 1340P, 1.9GHz","16 GB, LPDDR5 (Onboard), 4800 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED, 90Hz",New,Windows 11 Home SL,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm - Nặng 1.39 kg,"2 x Thunderbolt 4 hỗ trợ display / power delivery, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2",ASUS
Asus TUF Gaming F15 FX507ZE i7 12700H (HN093W),33.490.0,https://cdn.tgdd.vn/Products/Images/44/296978/asus-tuf-gaming-fx507z-i7-hn093w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx507z-i7-hn093w,"i7, 12700H, 2.30 GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card rời, RTX 3050Ti 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - Nặng 2.2 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)",ASUS
Dell Inspiron 5430 i5 1340P (i5P165W11SLD2),25.990.00,https://cdn.tgdd.vn/Products/Images/44/306603/dell-inspiron-5430-i5-i5p165w11sld2-thumb-600x600.jpg,https://www.thegioididong.com/laptop/dell-inspiron-5430-i5-i5p165w11sld2,"i5, 1340P, 1.9GHz","16 GB, LPDDR5 (Onboard), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))","Card rời, MX550 2GB","14"", Full HD+ (1920 x 1200)",New,Windows 11 Home SL + Office Home & Student vĩnh viễn,Dài 314 mm - Rộng 226.6 mm - Dày 16.49 ~ 18.52 - Nặng 1.78 kg,"1 x Thunderbolt 4 (hỗ trợ display/power delivery), HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2",DELL
HP Envy X360 13 bf0095TU i5 1230U (76B15PA),25.590.000,https://cdn.tgdd.vn/Products/Images/44/292595/hp-envy-x360-13-bf0095tu-i5-76b15pa-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/hp-envy-x360-13-bf0095tu-i5-76b15pa,"i5, 1230U, 1.00 GHz","16 GB, LPDDR4X (Onboard), 4266 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","13.3"", 2.8K (2880 x 1800) - OLED",New,Windows 11 Home SL,Dài 298.3 mm - Rộng 214.9 mm - Dày 16.1 mm - Nặng 1.34 kg,"Jack tai nghe 3.5 mm, 2x SuperSpeed USB A, 2 x Thunderbolt 4 with USB-C (USB Power Delivery, DisplayPort 1.4)",HP
Asus Zenbook 14 OLED UX3402ZA i7 1260P (KM221W),31.990.0,https://cdn.tgdd.vn/Products/Images/44/285771/asus-zenbook-14-oled-ux3402za-i7-km221w-600x600.jpg,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402za-i7-km221w,"i7, 1260P, 2.1GHz","16 GB, LPDDR5 (Onboard), 4800 MHz",512 GB SSD NVMe PCIe,"Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED 16:10, 90Hz",New,Windows 11 Home SL,Dài 313.6 mm - Rộng 220.6 mm - Dày 16.9 mm - Nặng 1.39 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x Thunderbolt 4, 1 x USB 3.2",ASUS
HP Gaming VICTUS 16 e1102AX R7 6800H (7C139PA),26.990.000,https://cdn.tgdd.vn/Products/Images/44/302487/hp-victus-16-e1102ax-r7-7c139pa-thumb-laptop-600x600.jpg,https://www.thegioididong.com/laptop/hp-victus-16-e1102ax-r7-7c139pa,"Ryzen 7, 6800H, 3.2GHz","16 GB, DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB), 4800 MHz",512 GB SSD NVMe PCIe,"Card rời, RTX 3050Ti 4GB","16.1"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 370 mm - Rộng 260 mm - Dày 23.5 mm - Nặng 2.4 kg,"HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",HP
MSI Gaming Cyborg 15 A12VE i7 12650H (240VN),26.990.00,https://cdn.tgdd.vn/Products/Images/44/304843/msi-cyborg-15-a12ve-i7-240vn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/msi-cyborg-15-a12ve-i7-240vn,"i7, 12650H, 2.30 GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card rời, RTX 4050 6GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 359.36 mm - Rộng 250.34 mm - Dày 21.95 ~ 22.9 mm - Nặng 1.98 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",MSI
Lenovo Yoga Slim 7 Pro 14IAH7 i7 12700H (82UT006CVN),27.490.000,https://cdn.tgdd.vn/Products/Images/44/302228/lenovo-yoga-slim-7-pro-14iah7-i7-82ut006cvn-thumb-laptop-1-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-pro-14iah7-i7-82ut006cvn,"i7, 12700H, 2.30 GHz","16 GB, LPDDR5 (Onboard), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280) / 512 GB (2242))","Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED, 90Hz",New,Windows 11 Home SL,Dài 312.4 mm - Rộng 221.4 mm - Dày 14.9 mm - Nặng 1.4 kg,"Jack tai nghe 3.5 mm, 1 x USB 3.2 (Always on), 2 x Thunderbolt 4 (hỗ trợ Power Delivery 3.0 and DisplayPort 1.4)",LENOVO
Acer Nitro 5 Tiger AN515 58 773Y i7 12700H (NH.QFKSV.001),27.490.000,https://cdn.tgdd.vn/Products/Images/44/283458/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001-thumb-600x600.jpg,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001,"i7, 12700H, 2.30 GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)","Card rời, RTX 3050Ti 4GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 360.4 mm - Rộng 271.09 mm - Dày 25.9 mm - Nặng 2.5 kg,"USB Type-C, HDMI, LAN (RJ45), 3 x USB 3.2, Jack tai nghe 3.5 mm,  1 x USB Type-C (hỗ trợ cổng Thunderbolt 4)",ACER
Asus Zenbook 14 Flip OLED UP3404VA i5 1340P (KN038W),29.990.0,https://cdn.tgdd.vn/Products/Images/44/306070/asus-zenbook-14-flip-oled-up3404va-i5-kn038w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i5-kn038w,"i5, 1340P, 1.9GHz","16 GB, LPDDR5 (Onboard), 4800 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800) - OLED, 90Hz",New,Windows 11 Home SL,Dài 311.5 mm - Rộng 223.4 mm - Dày 15.9 mm - Nặng 1.5 kg,"2 x Thunderbolt 4 hỗ trợ display / power delivery, HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2",ASUS
Surface Pro 9 i5 1235U,28.990.00,https://cdn.tgdd.vn/Products/Images/44/305456/surface-pro-9-i5-thumb-cam-ung-600x600.jpg,https://www.thegioididong.com/laptop/surface-pro-9-i5,"i5, 1235U, 1.3GHz","8 GB, LPDDR5 (Onboard), 4800 MHz","256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card tích hợp, Intel Iris Xe","13"", 2880 x 1920, 120Hz",New,Windows 11 Home SL,Dài 287 mm - Rộng 209 mm - Dày 9.3 mm - Nặng 0.879 kg,"1 x Surface Connect, 2 x USB-C with USB 4.0/ Thunderbolt 4",MICROSOFT
MSI Gaming Katana 15 B13VEK i7 13620H (252VN),30.990.000,https://cdn.tgdd.vn/Products/Images/44/306139/msi-gaming-katana-15-b13vek-i7-252vn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/msi-gaming-katana-15-b13vek-i7-252vn,"i7, 13620H, 2.4GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 5200 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card rời, RTX 4050 6GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 359 mm - Rộng 259 mm - Dày 24.9 mm - Nặng 2.25 kg,"HDMI, LAN (RJ45), 1 x USB 2.0, 2 x USB 3.2, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",MSI
MSI Summit E14 Flip Evo A12MT i7 1280P (210VN),28.990.000,https://cdn.tgdd.vn/Products/Images/44/304540/msi-summit-e14-flip-evo-a12mt-i7-210vn-thumb-1-600x600.jpg,https://www.thegioididong.com/laptop/msi-summit-e14-flip-evo-a12mt-i7-210vn,"i7, 1280P, 1.8GHz","16 GB, LPDDR5 (Onboard), 4800 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card tích hợp, Intel Iris Xe","14"", 2.8K (2880 x 1800)",New,Windows 11 Home SL,Dài 314 mm - Rộng 227.5 mm - Dày 17.9 mm - Nặng 1.6 kg,"HDMI, Jack tai nghe 3.5 mm, 1 x USB 3.2, 2 x USB Type-C (hỗ trợ USB, Power Delivery, DisplayPort và Thunderbolt 4)",MSI
MSI Gaming Cyborg 15 A12VF i7 12650H (267VN),29.490.00,https://cdn.tgdd.vn/Products/Images/44/306138/msi-gaming-cyborg-15-a12vf-i7-267vn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a12vf-i7-267vn,"i7, 12650H, 2.30 GHz","8 GB, DDR5 2 khe (1 khe 8 GB + 1 khe trống), 4800 MHz",512 GB SSD NVMe PCIe Gen 4.0,"Card rời, RTX 4060 8GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 359.36 mm - Rộng 250.34 mm - Dày 22.9 mm - Nặng 1.98 kg,"HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",MSI
LG gram 2023 i5 1340P (14Z90R-G.AH53A5),30.490.00,https://cdn.tgdd.vn/Products/Images/44/306792/lg-gram-2023-i5-14z90rgah53a5-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lg-gram-2023-i5-14z90rgah53a5,"i5, 1340P, 1.9GHz","16 GB, LPDDR5 (Onboard), 6000 MHz","256 GB SSD NVMe PCIe Gen 4, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng","Card tích hợp, Intel Iris Xe","14"", WUXGA (1920 x 1200)",New,Windows 11 Home SL,Dài 312 mm - Rộng 213.9 mm - Dày 16.8 mm - Nặng 0.999 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 2 x USB Type-C (hỗ trợ USB, Power Delivery, DisplayPort và Thunderbolt 4)",LG
Asus TUF Gaming F15 FX507ZU4 i7 12700H (LP520W),34.990.0,https://cdn.tgdd.vn/Products/Images/44/304183/asus-tuf-gaming-f15-fx507zu4-i7-lp520w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-f15-fx507zu4-i7-lp520w,"i7, 12700H, 2.30 GHz","8 GB, DDR4 2 khe (1 khe 8 GB + 1 khe rời), 3200 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)","Card rời, RTX 4050 6GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 22.4 ~ 24.9 mm - Nặng 2.2 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)",ASUS
Asus Vivobook Pro 15 OLED K6502Z i7 12650H (MA036W),33.990.0,https://cdn.tgdd.vn/Products/Images/44/293966/asus-vivobook-pro-15-oled-k6502z-i7-ma036w-241122-102229-600x600.jpg,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-oled-k6502z-i7-ma036w,"i7, 12650H, 2.30 GHz","16 GB, DDR4 2 khe (1 khe 16 GB onboard + 1 khe rời), 3200 MHz",512 GB SSD NVMe PCIe,"Card rời, RTX 3050 4GB","15.6"", 2.8K (2880 x 1620) - OLED, 120Hz",New,Windows 11 Home SL,Dài 356.3 mm - Rộng 235.3 mm - Dày 19.9 mm - Nặng 1.8 kg,"1 x Thunderbolt 4 (hỗ trợ display/power delivery), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery)",ASUS
Asus Gaming ROG Strix G15 G513RM R7 6800H (HQ055W),31.990.000,https://cdn.tgdd.vn/Products/Images/44/299263/asus-rog-strix-gaming-g513rm-r7-hq055w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-rog-strix-gaming-g513rm-r7-hq055w,"Ryzen 7, 6800H, 3.2GHz","16 GB, DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)","Card rời, RTX 3060 6GB","15.6"", WQHD (2560 x 1440), 165Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 259 mm - Dày 27.2 mm - Nặng 2.3 kg,"USB Type-C, HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",ASUS
Asus TUF Gaming F15 FX507ZM i7 12700H (HN123W),31.990.00,https://cdn.tgdd.vn/Products/Images/44/293982/asus-tuf-gaming-fx507z-i7-hn123w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx507z-i7-hn123w,"i7, 12700H, 2.30 GHz","16 GB, DDR5 2 khe (1 khe 16 GB + 1 khe rời), 4800 MHz","512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","Card rời, RTX 3060 6GB","15.6"", Full HD (1920 x 1080) , 144Hz",New,Windows 11 Home SL,Dài 354 mm - Rộng 251 mm - Dày 24.9 mm - Nặng 2.2 kg,"1 x Thunderbolt 4 (hỗ trợ DisplayPort), HDMI, LAN (RJ45), Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C 3.2 (hỗ trợ DisplayPort / G-SYNC)",ASUS
Lenovo Yoga Duet 7 13ITL6 i7 1165G7 (82MA009PVN),32.490.000,https://cdn.tgdd.vn/Products/Images/44/302520/lenovo-yoga-duet-7-13itl6-i7-82ma009pvn-thumb-600x600.jpg,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i7-82ma009pvn,"i7, 1165G7, 2.8GHz","16 GB, DDR4 (Onboard), 3200 MHz",1 TB SSD,"Card tích hợp, Intel Iris Xe","13"", WQHD (2160x1350)",New,Windows 11 Home SL,Dài 297.4 mm - Rộng 207.4 mm - Dày 9.19 mm - Nặng 1.168 kg,"1 x Thunderbolt 4 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4), Jack tai nghe 3.5 mm, USB-C 3.2 Gen 1 (support data transfer and Power Delivery 3.0), 1 x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu và Always On)",LENOVO
Asus Gaming ROG Zephyrus G14 GA402RJ R7 6800HS (L8030W),53.000.0,https://cdn.tgdd.vn/Products/Images/44/302466/asus-gaming-rog-zephyrus-g14-ga402rj-r7-l8030w-thumb-600x600.jpg,https://www.thegioididong.com/laptop/asus-gaming-rog-zephyrus-g14-ga402rj-r7-l8030w,"Ryzen 7, 6800HS, 3.2GHz","16 GB, DDR5 2 khe (1 khe 8 GB onboard + 1 khe 8 GB), 4800 MHz",1 TB SSD,"Card rời, RX 6700S 8GB","14"", WQXGA (2560 x 1600), 120Hz",New,Windows 11 Home SL,Dài 312 mm - Rộng 227 mm - Dày 19.5 mm - Nặng 1.72 kg,"HDMI, Jack tai nghe 3.5 mm, 2 x USB 3.2, 1 x USB Type-C (hỗ trợ DisplayPort), 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",ASUS
MacBook Pro 13 inch M1 2020 8-core GPU,34.990.000,https://cdn.tgdd.vn/Products/Images/44/231255/macbook-pro-m1-2020-gray-600x600.jpg,https://www.thegioididong.com/laptop/apple-macbook-pro-2020-z11c,Apple M1,16 GB,512 GB SSD,"Card tích hợp, 8 nhân GPU","13.3"", Retina (2560 x 1600)",New,Mac OS,Dài 304.1 mm - Rộng 212.4 mm - Dày 15.6 mm - Nặng 1.4 kg,"Jack tai nghe 3.5 mm, 2 x Thunderbolt 3 (USB-C)",MACBOOK
