Battery,CPU,CPU_code,CPU_speed,Color,Display,Graphics,ImgURL,Name,Num_cores,Num_thread,OS,Ports,Price,Ram,Ram_slot,Ram_speed,Ram_type,Resolutions,Size,Storage,Storage_drive,Storage_type,URL,Weight,Wireless
: 2 cell,: Core i3 Alder Lake,: 1215U,: 1.2 GHz,: Silver,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_51605_acer_aspire_a315_59_a8.jpg,Laptop Acer Aspire A315 59 38PG NX.K6TSV.00A (Core i3 1215U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa/ 1 Year),: 6 Cores,: 8 Threads,: Windows 11 Home,: 2 x USB 2.0 1 x USB 3.0 1 x HDMI 1 x VGA Card Reader,10.890.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 362 x 241 x 19.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-acer-aspire-a315-59-38pg-nx-k6tsv-00a-core-i3-1215u-8gb-512gb-ssd-intel-uhd-graphics-15-6inch-full-hd-windows-11-home-silver-vo-nhua-1-year.html,": 1,7 Kg",: 802.11ac + BT
: 3 Cells,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Black,: 13.3inch WUXGA,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51411_laptop_lenovo_thinkpad_l13_g3_intel_black_a4.jpg,Laptop Lenovo ThinkPad L13 G3 21B3005RVA (Core i5 1235U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch WUXGA/ NoOS/ Black/ Aluminium/ 3 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)1x HDMI, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm)",28.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: WUXGA (1920x1200) ,": 13.3inch WUXGA,: 305 x 218 x 17.3 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-l13-g3-21b3005rva-core-i5-1235u-16gb-512gb-ssd-intel-iris-xe-graphics-133inch-wuxga-noos-black-aluminium-3-year.html,: 1.26Kg,": Intel AX201 11ax, 2x2 + BT5.1"
: 4 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Silver,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51359_laptop_acer_swift_3_sf314_512_silver_a10.jpg,Laptop Acer Swift 3 SF314 512 56QN NX.K0FSV.002 (Core i5 1240P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Nhôm),: 12,: 16,: Windows 11 Home,: 2 x USB Type-C™USB Type-C™ port supporting:USB4® 40GbpsThunderbolt 4USB charging 5 V; 3 ADC-in port 20 V; 65 W2 x USB 3.2 Gen 2 ports with one featuring power-off USB chargingHDMI® 2.1 port with HDCP support,23.490.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: QHD (2560x1600),": 14.0inch Full HD,: 321 x 210 x 15.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-acer-swift-swift-3-sf314-512-56qn-nxk0fsv002-core-i5-1240p-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-windows-11-home-silver-nhom.html,": 1,19 Kg",: Intel Wireless Wi-Fi 6E AX211 và Bluetooth® 5.2
: 3 cell,: Core i7 Raptor Lake,: 1355U,: 1.7 GHz,: Black,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51312_dell_inspiron_3530_intel_black_a5.jpg,Laptop Dell Inspiron 3530 71011775 (Core i7 1355U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home + Office Student/ Black/ Vỏ nhựa/ 1 Year),: 10 Cores,: 12 Threads,: Windows 11 Home + Office Student,: 2 USB 3.2 Gen 1 port 1 USB 2.0 Type-A port1 Audio Jack1 HDMI 1.4 port1 4.5 mm x 2.9 mm DC-in port1 Flip-Down,22.990.000 ₫,: 8Gb,: 2,: 4800,: DDR5,: Full HD (1920x1080) ,": 15.6inch Full HD,: 381 x 256 x 25 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-dell-inspiron-3530-71011775-core-i7-1355u-8gb-512gb-ssd-intel-iris-xe-graphics-156inch-full-hd-windows-11-home-office-student-black-vo-nhua-1-year.html,": 1,9 Kg",: WiFi 802.11a/b/g/ Bluetooth 5.0
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51295_51025_lenovo_thinkpad_e14_gen_4_intel_black_a6.jpg,Laptop Lenovo ThinkPad E14 GEN 4 21E300DUVA (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Black/ Aluminium/ 2 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB 2.0/ 1x USB 3.2 Gen 1 (Always On)/ 1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)/ 1x HDMI 1.4b/ 1x Ethernet (RJ-45)/ 1x Headphone / mic",24.990.000 ₫,: 16Gb (8Gb onboard + 1 khe rời),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 324 x 220 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-e14-gen-4-21e300dvva-core-i7-1255u-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-noos-black-aluminium-2-year.html,": 1,64 Kg",: Intel AX201 11ax. 2x2 + BT5.1
": 2 x USB Standard-A ports, supporting:",: Core i3 Alder Lake - N,: N305,: 1.25 GHz,: Silver,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_51169_laptop_acer_aspire_a314_36m_silver_a3.jpg,Laptop Acer Aspire A314 36M 391A NX.KDMSV.002 (Core i3 N305/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Nhôm/ 1 Year),: 8 Cores,: 8 Threads,: Windows 11 Home,": 1 x USB Type-C™ port, supporting:USB 3.2 Gen 2 (up to 10 Gbps)DisplayPort over USB-CUSB charging 5 V; 3 ADC-in port 19 V; 45 W2 x USB Standard-A ports, supporting:Two ports for USB 3.2 Gen 21 x HDMI® 2.1 port with HDCP support1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in Microphone",11.990.000 ₫,: 8Gb (Onboard),: Không hỗ trợ,: 5200,: DDR5,: Full HD (1920x1080) ,": 14.0inch Full HD,: Two ports for USB 3.2 Gen 2",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-acer-aspire-a314-36m-391a-nx.kdmsv.002-core-i3.html,: 1 x HDMI® 2.1 port with HDCP support,: 802.11a/b/g/n/ac wireless LAN/ Bluetooth 4.2
: 3 cell,: AMD Ryzen 5,: 7520U,: 2.8 GHz,: Silver,: 14.0inch Full HD,: AMD Radeon Graphics,https://phucanhcdn.com/media/product/250_51168_laptop_acer_aspire_a314_23m__silver_a4.jpg,Laptop Acer Aspire A314 23M R4TX NX.KEXSV.001 (Ryzen 5 7520U/ 8GB/ 512GB SSD/ AMD Radeon Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Nhôm/ 1 Year),: 4 Cores,: 8 Threads,: Windows 11 Home,": 1 x USB Type-C™ port, supporting:USB 3.2 Gen 2 (up to 10 Gbps)DisplayPort over USB-CUSB charging 5 V; 3 ADC-in port 19 V; 45 W2 x USB Standard-A ports, supporting:Two ports for USB 3.2 Gen 21 x HDMI® 2.1 port with HDCP support1 x 3.5 mm headphone/speaker jack, supporting headsets with built-in Microphone",13.490.000 ₫,: 8Gb (Onboard),: Không hỗ trợ,: 5200,: DDR5,: Full HD (1920x1080) ,": 14.0inch Full HD,: 328.3 x 217 x 18 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-acer-aspire-a314-23m-r4tx-nxkexsv001-ryzen-5-7520u-8gb-512gb-ssd-amd-radeon-graphics-140inch-full-hd-windows-11-home-silver-1-year.html,": 1,4 Kg",: 802.11a/b/g/n/ac wireless LAN/ Bluetooth 4.2
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Grey,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50465_lenovo_thinkbook_15_g4_iap_grey_intel_a2.gif,Laptop Lenovo ThinkBook 15 G4 IAP 21DJ00CPVN (Core i7 1255U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ NoOS/ Grey/ Aluminium/ 2 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)1x HDMI®, up to 4K/60Hz1x Card reader1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)",23.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 357 x 235 x 18.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkbook-15-g4-iap-21dj00cpvn-core-i7.html,": 1,7 Kg",": 11ac, 2x2 + BT5.0"
: 3 cell,: Core i7 Alder Lake,: 1260P,: 2.1 GHz,: Black,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50463_laptop_lenovo_thinkpad_e14_gen_4_intel_black_a6.jpg,Laptop Lenovo ThinkPad E14 GEN 4 21E300E5VN (Core i7 1260P/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Black/ Aluminium/ 2 Year),: 12 Cores,: 16 Threads,: Windows 11 Home,": 1x USB 2.0/ 1x USB 3.2 Gen 1 (Always On)/ 1x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)/ 1x HDMI 1.4b/ 1x Ethernet (RJ-45)/ 1x Headphone / mic",26.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 324 x 220 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-e14-gen-4-21e300e5vn-core-i7.html,": 1,64 Kg",: Intel AX201 11ax. 2x2 + BT5.1
: 4 cell,: Core i7 Alder Lake,: 1260P,: 2.1 GHz,: Black,: 16.0inch WUXGA,: Nvidia Quadro T550 4GB GDDR6,https://phucanhcdn.com/media/product/250_50267_laptop_lenovo_thinkpad_p16s_g1_intel_black_a1.jpg,Laptop Lenovo ThinkPad P16s G1 21BT005UVA (Core i7 1260P/ 32GB/ 1TB SSD/ Nvidia Quadro T550 4GB GDDR6/ 16.0inch WUXGA/ NoOS/ Black/ Aluminium/ 3 Year),: 12 Cores,: 16 Threads,: NoOS,": 2x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 2.0)2x USB 3.2 Gen 1 (one Always On)1x HDMI®, up to 4K/60Hz1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Security keyhole",45.690.000 ₫,: 32Gb (16GB onboard + 1 khe rời),: 1,: 3200,: DDR4,: WUXGA (1920x1200) ,": 16.0inch WUXGA,: 361 x 255 x 20.8 mm",: 1TB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-p16s-g1-21bt005uva-core-i7.html,": 1,8 Kg",": Intel® Wi-Fi® 6E AX211, 11ax 2x2 + BT 5.1"
: 3 cell,: Core i7 Tiger Lake,: 1165G7,: 2.8 GHz,: Black,: 14.0inch WUXGA Touch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50058_lenovo_thinkpad_x1_carbon_gen_9_intel_black_a4.jpg,Laptop Lenovo ThinkPad X1 Carbon Gen 9 20XW00QUVN (Core i7 1165G7/ 32GB/ 1TB SSD/ Intel Iris Xe Graphics/ 14.0inch WUXGA Touch/ Windows 11 Pro/ Black Paint/ Carbon Fiber/ 3 Year),: 4,: 8,: Windows 11 Pro,": 1x USB 3.2 Gen 1/ 1x USB 3.2 Gen 1 (Always On)/ 2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4a)/ 1x HDMI 2.0/ 1x Headphone / microphone combo ja",52.990.000 ₫,: 32Gb (Onboard),: Không hỗ trợ,: 4266,: DDR4,: WUXGA (1920x1200) ,": 14.0inch WUXGA Touch,: 319 x 208 x 13.9-13.9 mm",: 1TB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-x1-carbon-gen-9-20xw00quvn-core-i7.html,": 1,133 Kg",": Intel AX201 11ax, 2x2 + BT5.2"
": 3-cell, 43 Wh Li-ion polymer",: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Silver,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50586_laptop_hp_pavilion_14_dv2075tu_7c0w2pa_5.jpg,Laptop HP Pavilion 14-dv2075TU 7C0W2PA (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",19.690.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: 1920x1080,": 14.0inch Full HD,: 32.5 x 21.66 x 1.7 cm",: 512GB,: ,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-14-dv2075tu-7c0w2pa.html,": 1,4kg",: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.2 combo (Supporting Gigabit data rate)
: 3 cell,: AMD Ryzen 5,: 6600H,: 3.3 GHz,: Grey,: 15.6inch Full HD,: Nvidia GeForce RTX 3050 4Gb GDDR6,https://phucanhcdn.com/media/product/250_50325_4.jpg,"Laptop Lenovo IdeaPad Gaming 3 15ARH7 82SB0078VN (Ryzen 5 6600H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Grey/ PC + ABS (Top), PC + ABS (Bottom)/ 2 Year)",: 6,: 12,: Windows 11 Home,": 2x USB 3.2 Gen 11x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)1x HDMI® 2.01x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",25.990.000 ₫,: 8Gb,: 2,: 4800,: DDR5,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359.8 x 256 x 22.8 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-ideapad-gaming-3-15arh7-82sb0078vn-ryzen-5.html,": 2,315 Kg",": Wi-Fi 6 11ax, 2x2 + BT5.1"
": 3-cell, 43 Wh Li-ion polymer",: Core i3 Alder Lake,: 1215U,: 1.2 GHz,: Silver,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_49864_laptop_hp_pavilion_14_dv2036tu_a4.jpg,Laptop HP Pavilion 14-dv2070TU 7C0V9PA (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),: 6 Cores,: 8 Threads,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",15.290.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 32.5 x 21.66 x 1.7 cm",: 256GB,: ,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-14-dv2070tu-7c0v9pa.html,": 1,4kg",: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.2 combo (Supporting Gigabit data rate)
": 3-cell, 43 Wh Li-ion polymer",: Core i3 Alder Lake,: 1215U,: 1.2 GHz,: Gold,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_49863_laptop_hp_pavilion_14_dv2071tu_gold_vo_nhom_a_5.jpg,Laptop HP Pavilion 14-dv2069TU 7C0P1PA (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),: 6 Cores,: 8 Threads,: Windows 11 Home,": 1 SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPortTM 1.4, HP Sleep and Charge); 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 2.1; 1 AC smart pin; 1 headphone/microphone combo",15.290.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 32.5 x 21.66 x 1.7 cm",: 256GB,: ,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-14-dv2069tu-7c0p1pa.html,": 1,4kg",: MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth® 5.2 combo (Supporting Gigabit data rate)
: 4 cell,: Core i5 Alder Lake,: 12500H,: 2.5 GHz,: Black,: 15.6inch Full HD,: Nvidia GeForce RTX 3050Ti 4Gb GDDR6,https://phucanhcdn.com/media/product/250_49561_gigabyte_g_serial_g5_me_a1.jpg,Laptop Gigabyte G Serial G5 ME 51VN263SH (Core i5 12500H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 3050Ti 4Gb GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 2 Year),: 12,: 16,: Windows 11 Home,: 1x USB2.0 Type-A1x USB3.2 Gen1 Type-A1x USB3.2 Gen2 Type-A1x USB 3.2 Gen 2 Type-C1x mini DP 1.41x HDMI 2.0 (with HDCP)1x Audio combo jack1x SD Card Reader,25.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 360 x 238 x 22.7 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-gigabyte-g-serial-g5-me-51vn263sh-rtx-3050-ti.html,: 1.9 Kg,: Intel WiFi 6 + Bluetooth® V5.2
: 4 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Grey,: 16.0inch FHD,: Nvidia GeForce MX570 2GB GDDR6,https://phucanhcdn.com/media/product/250_49268_may_tinh_xach_tay_dell_vostro_5620_vwxvw_3.gif,Laptop Dell Vostro 5620 VWXVW (Core i5 1240P/ 16GB/ 512GB SSD/ Nvidia GeForce MX570 2GB GDDR6/ 16.0inch FHD/ Windows 11 Home + Office Student/ Grey/ Vỏ nhôm/ 1 Year),: 12,: 16,: Windows 11 Home + Office Student,: Two USB 3.2 Gen 1 ports/ One USB 3.2 Gen 2 Type-C port with DisplayPort and Power Delivery/ One Headset / One HDMI 1.4 port/ One SD-card slot/,28.990.000 ₫,: 16Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 16.0inch FHD,: 355.9 x 243.4 x 16.8 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-dell-vostro-5620-vwxvw.html,": 1,97 Kg",: WiFi 802.11a/b/g -
: 2 cell,: Core i3 Alder Lake,: 1215U,: 1.2 GHz,: Silver,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_49199_may_tinh_xach_tay_acer_aspire_a315_59_38_1.jpg,Laptop Acer Aspire A315-59-381E NX.K6TSV.006 (Core i3 1215U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa/ 1 Year),: 6 Cores,: 8 Threads,: Windows 11 Home,: 2 x USB 2.0 1 x USB 3.0 1 x HDMI 1 x VGA Card Reader,13.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 362 x 241 x 19.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-acer-aspire-a315-59-381e-x.k6tsv.006.html,": 1,7 Kg",: 802.11ac + BT
: 3cell,: Core i3 Alder Lake,: 1220P,: 1.1 GHz,: Bạc,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_48952_asus_vivobook_x1402_intel_silver_a_.jpg,Laptop Asus Vivobook X1402ZA-EB100W (Core i3 1220P/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Bạc/ Vỏ nhựa),: 10 Cores,: 12 Threads,: Windows 11 Home,: 2x USB 3.2 Gen 1 Type-A/1x USB 3.2 Gen 1 Type-C/1x USB 2.0 Type-A,13.490.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 32.49 x 21.39 x 1.99 ~ 1.99 cm",: 256GB,: ,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-x1402za-eb100w.html,": 1,4kg",: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Silver,: Khoảng 15 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48651_48648_laptop_hp_probook_450_g9_silver_a4.gif,Laptop HP ProBook 450 G9 6M0Z9PA (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch FHD/ Windows 11 Home/ Silver/ Vỏ nhôm),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1 USB 3.1 Type-C Gen 1 (Power delivery, DisplayPort); 2 USB 3.1 Gen 1; 1 HDMI 1.4b; 1 RJ-45; 1 headphone/microphone combo; 1 AC power; 1 USB 2.0 (powered port)",26.990.000 ₫,: 16Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": Khoảng 15 inch,: 35.94 x 23.39 x 1.99 cm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-hp-probook-450-g9-6m0z9pa.html,": 1,74 kg",: Intel AX201 Wi-Fi 6 (2x2) and Bluetooth 5 Combo
: 3 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Silver,: Khoảng 14 inch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48620_laptop_hp_probook_440_g9_silver_a2.gif,Laptop HP ProBook 440 G9 6M0X8PA (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch/ Windows 11 Home/ Silver/ Vỏ nhôm),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1 USB 3.1 Type-C Gen 1 (Power delivery, DisplayPort); 2 USB 3.1 Gen 1; 1 HDMI 1.4b; 1 RJ-45; 1 headphone/microphone combo; 1 AC power; 1 USB 2.0 (powered port)",26.290.000 ₫,: 16Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": Khoảng 14 inch,: 32.19 x 21.39 x 1.99 cm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-hp-probook-440-g9-6m0x8pa.html,": 1,38 Kg",: Intel AX201 Wi-Fi 6 (2x2) and Bluetooth 5 Combo
: 4 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Blue,: 14.0inch 2.8K,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_48150_laptop_asus_zenbook_ux3402za_blue_a6.jpg,Laptop Asus Zenbook UX3402ZA-KM219W (Core i5 1240P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch 2.8K/ Windows 11 Home/ Blue/ Vỏ nhôm),: 12,: 16,: Windows 11 Home,: 1x USB 3.2 Gen 2 Type-C; 1x 3.5mm Combo Audio Jack//1x USB 3.2 Gen 2 Type-C2x ThunderboltTM 4 supports display / power delivery//Micro SD card reader,26.990.000 ₫,: 16Gb,: Không hỗ trợ,: 4800,: DDR5,: 2.8K (2880x1800),": 14.0inch 2.8K,: 31.36 x 21.98 x 1.69 ~ 1.69 cm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-asus-zenbook-ux3402za-km219w.html,": 1,1 kg",: Wi-Fi 6E(802.11ax)+Bluetooth 5.2 (Dual band) 2*2
: 1x Headphone / microphone combo jack (3.5mm),: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Xanh,: 14.0inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50992_lenovo_ideapad_slim_3_14iau7__intel_xanh_a4.jpg,"Laptop Lenovo IdeaPad Slim 3 14IAU7 82RJ001BVN (Core i5 1235U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch Full HD/ Windows 11 Home/ Xanh/ PC + ABS (Top), PC + ABS (Bottom)/ 2 Year)",: 10 Cores,: 12 Threads,: Windows 11 Home,": 1x USB 2.01x USB 3.2 Gen 11x USB-C® 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.2)1x HDMI® 1.4b1x Card reader1x Headphone / microphone combo jack (3.5mm)1x Power connector",17.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 324.2 x 215.7 x 19.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-ideapad-slim-3-14iau7-82rj001bvn-core-i5-1235u.html,": 1,63 Kg",": 11ac, 2x2 + BT5.0"
