Battery,CPU,CPU_code,CPU_speed,Color,Display,Graphics,ImgURL,Name,Num_cores,Num_thread,OS,Ports,Price,Ram,Ram_slot,Ram_speed,Ram_type,Resolutions,Size,Storage,Storage_drive,Storage_type,URL,Weight,Wireless
: 4 cell,: Core i5 Raptor Lake,: 1340P,: 1.9 GHz,: Grey,: Khoảng 16 inch,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_51355_dell_vostro_5630_intel_grey_a6.jpg,Laptop Dell Vostro 5630 I5P085W11GRU (Core i5 1340P/ 8GB/ 512Gb SSD/ Intel UHD Graphics/ 16.1inch FHD+/ Windows 11 Home + Office Student/ Grey/ Vỏ nhôm/ 1 Year),: 12,: 16,: Windows 11 Home + Office Student,: 01 RJ-45 port01 Thunderbolt™ 4 port with DisplayPort™ and Power Delivery02 USB 3.2 Gen 1 ports01 Universal headset jack01 SD-card slot01 HDMI 1.4 port,24.990.000 ₫,: 8Gb (Onboard),: 1,: 4800,: DDR5,: WUXGA (1920x1200) ,": Khoảng 16 inch,: 356 x 251 x 15.6 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-dell-vostro-5630-i5p085w11gru-core-i5-1340p-8gb-512gb-ssd-intel-uhd-graphics-161inch-fhd-windows-11-home-office-student-grey-vo-nhom-1-year.html,": 1,9 Kg",: 802.11ax 2x2 WiFi and Bluetooth 5.2
: 4 cell,: Core i7 Raptor Lake,: 1355U,: 1.7 GHz,: Titan Grey,: 14.0inch Full HD+ Touch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51353_dell_inspiron_t7430_intel_grey_a8.jpg,Laptop Dell Inspiron T7430 I7U165W11SLU (Core i7 1355U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD+ Touch/ Windows 11 Home + Office Student/ Titan Grey/ Vỏ nhôm/ 1 Year),: 10 Cores,: 12 Threads,: Windows 11 Home + Office Student,: 1 USB 3.2 Gen 1 (5 Gbps) port1 Thunderbolt 4.0 port with Power Delivery (primary power)1 Thunderbolt 4.0 port with Power Delivery1 Universal audio jack1 HDMI 1.4 port1 SD-card slot,30.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: WUXGA (1920x1200) ,": 14.0inch Full HD+ Touch,: 314 x 226 x 17.4 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-dell-inspiron-t7430-i7u165w11slu-core-i7-1255u-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-touch-windows-11-home-office-student-titan-grey-vo-nhom-1-year.html,": 1,62 Kg",: Intel® Wi-Fi 6E (6GHz) AX211 2x2 Bluetooth 5.2
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Grey,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51311_laptop_dell_latitude_5430_grey_a5.jpg,Laptop Dell Latitude 5430 71004111 (Core i5 1235U/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ NoOS/ Grey/ Aluminium/ 1 Year),: 10 Cores,: 12 Threads,: NoOS,: 1 USB 3.2 Gen 1 port1 USB 3.2 Gen 1 port with PowerShare2 Thunderbolt™ 4 ports with DisplayPort Alt Mode/USB Type-C/USB4/Power Delivery,23.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 321 x 212 x 19.3 mm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-dell-latitude-5430-71004111-core-i5-1235u-8gb-256gb-ssd-intel-iris-xe-graphics-140inch-full-hd-noos-grey-aluminium-1-year.html,": 1,36 Kg",": Intel AX211 WiFi 6e 2x2 AX, Bluetooth 5.2"
: 4 cell,: Core i5 Alder Lake,: 12500H,: 2.5 GHz,: Black,: 15.6inch Full HD,: Nvidia GeForce RTX 4050 6GB GDDR6,https://phucanhcdn.com/media/product/250_51203_laptop_gigabyte_g5_mf_e2vn333sh.jpeg,Laptop Gigabyte G Serial Gaming G5 MF E2VN333SH (Core i5 12500H/ 8GB/ 512GB SSD/ Nvidia GeForce RTX 4050 6GB GDDR6/ 15.6inch Full HD/ Windows 11 Home/ Black/ 2 Year),: 12,: 16,: Windows 11 Home,: 1x USB2.0 Type-A1x USB3.2 Gen1 Type-A1x USB3.2 Gen2 Type-A1x USB 3.2 Gen 2 Type-C1x mini DP 1.41x HDMI 2.0 (with HDCP)1x Audio combo jack1x SD Card Reader,25.990.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 360 x 238 x 22.7 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-gigabyte-g-serial-gaming-g5-mf-e2vn333sh-core-i5-12500h-8gb-512gb-ssd-nvidia-geforce-rtx-4050-6gb-gddr6-156inch-full-hd-windows-11-home-black-2-year.html,: 1.9 Kg,: Intel WiFi 6 + Bluetooth® V5.2
: 4 cell,: Core i7 Alder Lake,: 1260P,: 2.1 GHz,: Carbon Gray,: 13.3inch 2.5K,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51200_laptop_lenovo_yoga_slim_7_carbon_13iap_intel_grey_a4.jpg,Laptop Lenovo Yoga Slim 7 Carbon 13IAP 82U90043VN (Core i7 1260P/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch 2.5K/ Windows 11 Home/ Carbon Gray/ Nhôm nguyên khối/ 3 Year),: 12 Cores,: 16 Threads,: Windows 11 Home,": 1x USB-C 3.2 Gen 1 (support data transfer only)/ 2x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)/ 1x Headphone / microphone combo jack (3.5mm)",32.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 4800,: DDR5,: 2.5K (2560x1600),": 13.3inch 2.5K,: 300 x 206 x 14.8 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-lenovo-yoga-slim-7-carbon-13iap-82u90043vn-core-i7-1260p-16gb-512gb-ssd-intel-iris-xe-graphics-13.3inch-2.5k-windows-11-home-carbon-gray-nhom-nguyen-khoi-3-year.html,: 0.96 Kg,: Wi-Fi 6 - 802.11ax. Bluetooth v5.0
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Grey,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51059_49136_lenovo_thinkbook_15_g4_iap_intel_grey_a2.jpg,Laptop Lenovo ThinkBook 15 G4 IAP 21DJA0FUVN (Core i5 1235U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ NoOS/ Grey/ Aluminium/ 1 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)1x HDMI, up to 4K/60Hz1x Card reader1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)",19.990.000 ₫,: 16Gb (2x8Gb),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 357 x 235 x 18.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkbook-15-g4-iap-21dja0fuvn-core-i5-1235u.html,": 1,7 Kg",": 11ac, 2x2 + BT5.0"
: 3 cell,: Core i7 Raptor Lake,: 1355U,: 1.7 GHz,: Black,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50989_laptop_msi_modern_14_c13m_black_6.jpg,Laptop MSI Modern 15 B13M-297VN (Core i7 1355U/ 16GB/ 512GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Black/ Vỏ nhựa),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1x Type-A USB3.2 Gen22x Type-A USB2.01x HDMI™ (4K @ 30Hz)1x Micro SD,21.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359 x 241 x 19.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-msi-modern-15-b13m-297vn.html,": 1,7 Kg",": Intel® Wi-Fi 6 AX201, Bluetooth v5.2"
: 4 cell,: AMD Ryzen 5 Pro,: 5650U,: 2.3 GHz,: Black,: 14.0inch Full HD,: AMD Radeon Graphics,https://phucanhcdn.com/media/product/250_50978_lenovo_thinkpad_t14s_gen_2_black_amd_a7.jpg,Laptop Lenovo ThinkPad T14S GEN 2 20XF009YVN (Ryzen 5 Pro 5650U/ 16GB/ 512GB SSD/ AMD Radeon Graphics/ 14.0inch Full HD/ Windows 11 Pro/ Black/ 3 Year),: 6,: 12,: Windows 11 Pro,: MicroSD card reader/ 02 USB 3.2 Gen 1/ 01 USB 3.2 Type-C Gen 1/ 01 USB 3.2 Type-C Gen 2 / Thunderbolt 3/ HDMI 1.4b,29.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 326.8 x 225.5 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-t14s-gen-2-20xf009yvn-ryzen-5-pro-5650u.html,": 1,36 Kg",": Intel AX210 11ax, 2x2 + BT5.2 +100/1000M"
: 4 cell,: AMD Ryzen 7,: 6800HS,: 3.2 GHz,: Storm Grey,: Khoảng 16 inch,: Nvidia GeForce RTX 3050 4Gb GDDR6,https://phucanhcdn.com/media/product/250_51456_laptop_lenovo_ideapad_5_pro_16arh7_amd_storm_grey_a12.jpg,Laptop Lenovo IdeaPad 5 Pro 16ARH7 82SN00B0VN (Ryzen 7 6800HS/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 16.0inch 2.5K/ Windows 11 Home/ Storm Grey/ Vỏ nhôm/ 3 Year),: 8,: 16,: Windows 11 Home,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery, and DisplayPort)1x HDMI 2.01x Card reader1x Headphone / microphone combo jack (3.5mm)",31.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 6400,: DDR5,: WQXGA (2560x1600) ,": Khoảng 16 inch,: 358 x 236.5 x 19.4-19.4 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-lenovo-ideapad-5-pro-16arh7-82sn00b0vn-ryzen-7-6800hs-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-160inch-25k-windows-11-home-storm-grey-vo-nhom-3-year.html,": 1,9 Kg",": Wi-Fi 6 11ax, 2x2 + BT5.1"
: 3 Cells,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Black,: 13.3inch WUXGA,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51410_laptop_lenovo_thinkpad_l13_g3_intel_black_a3.jpg,Laptop Lenovo ThinkPad L13 G3 21B3005QVA (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch WUXGA/ NoOS/ Black/ Aluminium/ 3 Year),: 10 Cores,: 12 Threads,: NoOS,": 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)1x HDMI, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm)",25.990.000 ₫,: 8Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: WUXGA (1920x1200) ,": 13.3inch WUXGA,: 305 x 218 x 17.3 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-l13-g3-21b3005qva-core-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-133inch-wuxga-noos-black-aluminium-3-year.html,: 1.26Kg,": Intel AX201 11ax, 2x2 + BT5.1"
: 2 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Grey,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_51404_laptop_lenovo_v15_g3_itl_intel_grey_a6.jpg,Laptop Lenovo V15 G3 IAP 82TT00ATVN (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Grey/ Vỏ nhựa/ 1 Year),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1x USB 2.01x USB 3.2 Gen 11x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)1x HDMI 1.4b1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)1x Power connector",15.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 359.8 x 235.3 x 19.5-19.5 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-v15-g3-itl-82tt00atvn-core-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-156inch-full-hd-windows-11-home-grey-vo-nhua-1-year.html,": 1,7 Kg",: 11ac 2x2 + BT5.0
: 4 cell,: AMD Ryzen 5,: 5500U,: 2.1 GHz,: Grey,: 14.0inch FHD TouchScreen,: AMD Radeon Graphics,https://phucanhcdn.com/media/product/250_51398_laptop_lenovo_flex_5_14al_a16.jpg,Laptop Lenovo Flex 5 14AL 82HU00EJVN (Ryzen 5 5500U/ 8GB/ 512GB SSD/ AMD Radeon Graphics/ 14.0inch FHD TouchScreen/ Windows 11 Home/ Grey/ Nhôm/ Pen/ 2 Year),: 6,: 12,: Windows 11 Home,: 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C® 3.2 Gen 1 (support data transfer and Power Delivery 3.0)1x HDMI® 1.4b1x Card reader1x Headphone / microphone combo jack (3.5mm)1x Power connector,18.990.000 ₫,: 8Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch FHD TouchScreen,: 321 x 217 x 17.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-lenovo-flex-5-14al-82hu00ejvn-ryzen-5-5500u-8gb-512gb-ssd-amd-radeon-graphics-140inch-fhd-touchscreen-windows-11-home-grey-nhom-pen-3-year-2-year.html,": 1,5 Kg",": Wi-Fi® 6, 11ax 2x2 + BT5.0"
: 3 cell,: Core i3 Raptor Lake,: 1315U,: 1.2 GHz,: Gray,: 14.0inch WUXGA,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_51350_10.jpg,Laptop Acer Aspire A514 56P 35X7 NX.KHRSV.001 (Core i3 1315U/ 8GB/ 512GB SSD/ Intel UHD Graphics/ 14.0inch WUXGA/ Windows 11 Home/ Gray/ Vỏ nhôm/ 1 Year),: 6 Cores,: 8 Threads,: Windows 11 Home,": 2xUSB Standard-A ports, supporting: • One port for USB 3.2 Gen 1 • One port for USB 3.2 Gen 1 featuring power off USB charging1xHDMI® 2.1 port with HDCP support1x3.5 mm headphone/speaker jack, supporting headsets with built-in microphone1xDC-in jack for AC adapter",12.990.000 ₫,: 8Gb (Onboard),: 1,: 4800,: DDR5,: WUXGA (1920x1200) ,": 14.0inch WUXGA,: 318 x 225 x 17.99 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-acer-aspire-a514-56p-35x7-nxkhrsv001-core-i3-1315u-8gb-512gb-ssd-intel-uhd-graphics-140inch-wuxga-windows-11-home-gray-vo-nhom-1-year.html,": 1,5 Kg",: Intel® Wireless Wi-Fi 6E AX211/ Bluetooth®5.1
: 3 cell,: Core i5 Alder Lake,: 1230U,: 3.3 GHz,: Silver,: 13.3inch OLED Touch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50805_laptop_hp_envy_x360_13_8.jpg,Laptop HP Envy X360 13-bf0112TU 7C0N9PA (Core i5 1230U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch OLED Touch/ Windows 11 Home/ Silver/ Vỏ nhôm/ Pen),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1 Thunderbolt 4 with USB4 Type-C 40Gbps; 1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 headphone/microphon,29.590.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 4266,: DDR4,: 2.8K (2880x1800),": 13.3inch OLED Touch,: 306 x 204 x 15.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-envy-x360-13-bf0112tu-7c0n9pa-oled-touch.html,": 1,32 Kg",: Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5
: 6 cell,: Core i7 Alder Lake,: 1255U,: 3.5 GHz,: Black,: 13.3inch WQXGA,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50529_48678_3y_laptop_lenovo_thinkpad_x13_gen_3_intel_a8.gif,Laptop Lenovo ThinkPad X13 GEN 3 21BNS02B00 (Core i7 1255U/ 16GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch WQXGA/ NoOS/ Black/ Carbon Fiber/ 3 Year),: 10 Cores,: 12 Threads,: NoOS,": 2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 2.0)1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x HDMI, up to 4K/60Hz1x Headphone / microphone combo jack (3.5mm)",36.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 6400,: DDR5,: WQXGA (2560x1600) ,": 13.3inch WQXGA,: 305 x 217 x 18.1 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkpad-x13-gen-3-21bns02b00-core-i7-bao-hanh-tai-noi-su-dung.html,": 1,2 Kg",": Intel AX211 Wi-Fi 6E, 2x2 + BT5.1"
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Grey,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50462_laptop_lenovo_thinkbook_14_g4_iap_intel_grey_a9.jpg,Laptop Lenovo ThinkBook 14 G4 IAP 21DH00BAVN (Core i5 1235U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Grey/ Vỏ nhôm/ 2 Year),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1x USB 3.2 Gen 11x USB 3.2 Gen 1 (Always On)1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)1x Thunderbolt 4 / USB 4 40Gbps (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)1x HDMI, up to 4K/60Hz1x Card reader1x Ethernet (RJ-45)1x Headphone / microphone combo jack (3.5mm)",22.990.000 ₫,: 8Gb (Onboard),: 1,: 3200,: DDR4,: 1920x1080,": 14.0inch Full HD,: 323 x 218 x 17.9 mm",: 512GB,: M.2 NVMe PCIe 2242,: SSD,https://www.phucanh.vn//laptop-lenovo-thinkbook-14-g4-iap-21dh00bavn-core-i5.html,": 1,4 Kg",": Wi-Fi 6E 11ax, 2x2 + BT5.1"
: 3 cell,: Core i3 Alder Lake,: 1215U,: 1.2 GHz,: Silver,: 15.6inch Full HD,: Intel UHD Graphics,https://phucanhcdn.com/media/product/250_50357_hp_pavilion_15_eg2087tu_7c0q9pa_5.jpg,Laptop HP Pavilion 15-eg2087TU 7C0Q9PA (Core i3 1215U/ 8GB/ 256GB SSD/ Intel UHD Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Hợp kim nhôm),: 6 Cores,: 8 Threads,: Windows 11 Home,": 1 USB 3.1 Gen 1 Type-C (Data Transfer Only, 5 Gb/s signaling rate); 2 USB 3.1 Gen 1 Type-A (Data Transfer Only); 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo; 1 RJ-45",15.290.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 360.4 x 271.09 x 25.9 mm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-15-eg2087tu-7c0q9pa.html,": 1,85 Kg",: Intel Wireless-AC 9560 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 Combo
: 3 cell,: Core i7 Alder Lake,: 1260P,: 2.1 GHz,: Gold,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50356_laptop_hp_pavilion_15_eg2089tu_7c0r1pa_5.jpg,Laptop HP Pavilion 15-eg2089TU 7C0R1PA (Core i7 1260P/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Gold/ Hợp kim nhôm),: 12 Cores,: 16 Threads,: Windows 11 Home,": 1 USB 3.1 Gen 1 Type-C (Data Transfer Only, 5 Gb/s signaling rate); 2 USB 3.1 Gen 1 Type-A (Data Transfer Only); 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo; 1 RJ-45",23.990.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 15.6inch Full HD,: 360.4 x 271.09 x 25.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-pavilion-15-eg2089tu-7c0r1pa.html,": 1,85 Kg",: Intel Wireless-AC 9560 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 Combo
: 3 cell,: Core i7 Alder Lake,: 1250U,: 3.5 GHz,: Blue,: 13.3inch OLED Touch,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50353_laptop_hp_envy_x360_13_bf0092tu_76v59pa_6.jpg,Laptop HP Envy X360 13-bf0092TU 76V59PA (Core i7 1250U/ 8GB/ 512GB SSD/ Intel Iris Xe Graphics/ 13.3inch OLED Touch/ Windows 11 Home/ Blue/ Vỏ nhôm/ Pen),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1 Thunderbolt 4 with USB4 Type-C 40Gbps; 1 SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge); 1 SuperSpeed USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 headphone/microphon,32.590.000 ₫,: 8Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: 2.8K (2880x1800),": 13.3inch OLED Touch,: 306 x 204 x 15.9 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-envy-x360-13-bf0092tu-76v59pa.html,": 1,32 Kg",: Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Silver,: 14.0inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50352_laptop_hp_elitebook_640_g9_6m150pa_5.jpg,Laptop HP EliteBook 640 G9 6M150PA (Core i5 1235U/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 14.0inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhôm),: 10 Cores,: 12 Threads,: Windows 11 Home,": 1 USB 3.1 Type-C Gen 1 (Power delivery, DisplayPort); 2 USB 3.1 Gen 1; 1 HDMI 1.4b; 1 RJ-45; 1 headphone/microphone combo; 1 AC power; 1 USB 2.0 (powered port)",20.690.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 14.0inch Full HD,: 32.19 x 21.39 x 1.99 cm",: 256GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-hp-elitebook-640-g9-6m150pa.html,": 1,38 Kg",: Intel AX201 Wi-Fi 6 (2x2) and Bluetooth 5 Combo
: 3 cell,: Core i5 Alder Lake,: 1235U,: 1.3 GHz,: Silver,: 15.6inch Full HD,: Intel Iris Xe Graphics,https://phucanhcdn.com/media/product/250_50233_laptop_hp_15s_fq5163tu_7c135pa_6.jpg,Laptop HP 15s fq5163TU 7C135PA (Core i5 1235U/ 8GB/ 256GB SSD/ Intel Iris Xe Graphics/ 15.6inch Full HD/ Windows 11 Home/ Silver/ Vỏ nhựa),: 10 Cores,: 12 Threads,: Windows 11 Home,: 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 2 SuperSpeed USB Type-A 5Gbps signaling rate; 1 HDMI 1.4b; 1 AC smart pin; 1 headphone/microphone combo,17.690.000 ₫,: 8Gb (2x4Gb),: 2,: 3200,: DDR4,: 1920x1080,": 15.6inch Full HD,: 35.85 x 24.2 x 1.79 cm",: 256GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//laptop-hp-15s-fq5163tu-7c135pa.html,": 1,69kg",: Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 combo
: 4 cell,: Core i5 Alder Lake,: 1240P,: 3.3 GHz,: Grey,: 16.0inch FHD,: Nvidia GeForce MX570 2GB GDDR6,https://phucanhcdn.com/media/product/250_48885_laptop_dell_vostro_5620_intel_gen_12_a3.gif,Laptop Dell Vostro 5620 70296963 (Core i5 1240P/ 8GB/ 512GB SSD/ Nvidia GeForce MX570 2GB GDDR6/ 16.0inch FHD/ Windows 11 Home + Office Student/ Grey/ Vỏ nhôm/ 1 Year),: 12,: 16,: Windows 11 Home + Office Student,: Two USB 3.2 Gen 1 ports/ One USB 3.2 Gen 2 Type-C port with DisplayPort and Power Delivery/ One Headset / One HDMI 1.4 port/ One SD-card slot/,25.490.000 ₫,: 8Gb,: 2,: 3200,: DDR4,: Full HD (1920x1080) ,": 16.0inch FHD,: 355.9 x 243.4 x 16.8 mm",: 512GB,: M.2 NVMe PCIe,: SSD,https://www.phucanh.vn//may-tinh-xach-tay-dell-vostro-5620-70296963.html,": 1,97 Kg",: WiFi 802.11a/b/g -
: 3 cell,: AMD Ryzen 7,: 5800H,: 3.2 GHz,: Silver,: Khoảng 15 inch,: Nvidia GeForce RTX 3050 4Gb GDDR6,https://phucanhcdn.com/media/product/250_48640_laptop_asus_vivobook_pro_oled_m6500qc_11.jpg,Laptop Asus Vivobook Pro 15 M6500QC-MA005W (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Nvidia GeForce RTX 3050 4Gb GDDR6/ 15.6inch/ Windows 11 Home/ Silver/ Vỏ nhôm),: 8,: 16,: Windows 11 Home,: 1x USB 3.2 Gen 2 Type-C support display / power delivery /2x USB 2.0 Type-A/Micro SD card reader,28.990.000 ₫,: 16Gb (Onboard),: Không hỗ trợ,: 3200,: DDR4,: 2.8K (2880x1800),": Khoảng 15 inch,: 359.8 x 235.3 x 19.5-19.5 mm",: 512GB,: M.2 NVMe PCIe 2280,: SSD,https://www.phucanh.vn//laptop-asus-vivobook-pro-15-oled-m6500qc-ma005w.html,": 1,65 Kg",: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2
