Product,Price,Image,Link,CPU,Ram,Storage,Graphics,Screen,Status,Weight,Battery,Brand
Dell Latitude 7310,11900000,https://techcare.vn/wp-content/uploads/2022/08/dell-latitude-7310-11.jpg,https://techcare.vn/san-pham/dell-latitude-7310/,Core i5-10310U,16GB,SSD 256GB,Intel UHD Graphics,13.3 inch Full HD,New Outled,1.22 kg,4 Cell 52WHr ExpressCharge Capable Battery,DELL
Acer Swift 3,11900000,https://techcare.vn/wp-content/uploads/2022/07/acer-swift-3-10.jpg,https://techcare.vn/san-pham/laptop-acer-swift-3/,Core i5-1135G7,8GB,SSD 512GB,Intel Iris Xe Graphics,13.5 inch 2K,99%,1.37kg,58.7 Wh 4-cell Li-ion battery,ACER
Dell Precision 7770,59000000,https://techcare.vn/wp-content/uploads/2022/08/dell-precision-7770-15.jpg,https://techcare.vn/san-pham/laptop-dell-precision-7770/,Core i7-12850HX,32GB,SSD 512GB,Nvidia RTX A3000 12GB GDDR6,17.3 inch Full HD,100 %,3.0kg,6 Cell 83WHr Lithium Ion,DELL
Asus Vivobook X515JA,10500000,https://techcare.vn/wp-content/uploads/2022/04/asus-vivobook-x515ja-7-300x300.jpg,https://techcare.vn/san-pham/asus-vivobook-x515ja/,Core i3-1005G1,8GB,SSD 256GB,Intel UHD Graphics,15.6 inch HD,100 %,1.8 kg,37Wh,ASUS
Dell Precision 7670,48000000,https://techcare.vn/wp-content/uploads/2022/07/dell-precision-7670.jpg,https://techcare.vn/san-pham/laptop-dell-precision-7670/,Core i7-12850HX,32GB,SSD 512GB,Nvidia RTX A2000 8GB GDDR6,16.0 inch FHD+,New Outled,2.67 Kg,83 WHr,DELL
Lenovo ThinkPad P16 Gen 1,53000000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-thinkpad-p16-gen-1.jpg,https://techcare.vn/san-pham/laptop-lenovo-thinkpad-p16-gen-1/,Core i7-12850HX,32GB,SSD 512GB,Nvidia RTX A2000 8GB GDDR6,16 inch WQXGA,100 %,2.95kg,94 Wh Lithium-Ion,LENOVO
Asus R565EA-UH31T,9500000,https://techcare.vn/wp-content/uploads/2021/10/asus-r565ea-uh31t-4-300x300.png,https://techcare.vn/san-pham/asus-r565ea-uh31t/,Core i3-1115G4,8GB,SSD 256GB,Intel UHD Graphics,15.6 inch Full HD,100 %,1.8 kg,2 cell 37Wh,ASUS
Dell Precision 7760,46480000,https://techcare.vn/wp-content/uploads/2020/05/dell-precision-7760-300x300.jpg,https://techcare.vn/san-pham/dell-precision-7760/,Core i5-11500H,8GB,SSD 256GB,Intel UHD Graphics 11th Gen,17.3 inch Full HD,100 %,,95Wh,DELL
Dell Precision 7560,31900000,https://techcare.vn/wp-content/uploads/2020/05/dell-precision-7560-300x300.jpg,https://techcare.vn/san-pham/dell-precision-7560/,Core i7-11800H,16GB,SSD 512GB,Nvidia Quadro T1200 4GB,15.6 inch Full HD,New Outled,2.45 kg,"6 Cell, 95 Wh",DELL
Lenovo ThinkPad P15 Gen 2,36400000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-thinkpad-p15-gen-2-10-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-p15-gen-2/,Core i7-11850H,32GB,SSD 512GB,Nvidia RTX A2000 4GB,15.6 inch Full HD,New Outled,2.87kg,6 Cell Li-Polymer 94Wh,LENOVO
Dell Precision 5560,34500000,https://techcare.vn/wp-content/uploads/2020/05/dell-precision-5560-300x300.jpg,https://techcare.vn/san-pham/dell-precision-5560/,Core i7-11800H,16GB,SSD 512GB,Nvidia RTX A2000 w/4GB,15.6 inch Full HD,New Outled,,6-cell 86 Whr,DELL
HP Zbook Studio 15 G7,25500000,https://techcare.vn/wp-content/uploads/2021/12/hp-zbook-studio-15-g7-8-300x300.jpg,https://techcare.vn/san-pham/hp-zbook-studio-g7/,Core i7-10875H,32GB,SSD 512GB,Nvidia Quadro T1000 4GB,15.6 inch Full HD,99%,,83 Wh,HP
Dell XPS 17 9720,67600000,https://techcare.vn/wp-content/uploads/2022/07/dell-xps-17-9720-9-300x300.jpg,https://techcare.vn/san-pham/dell-xps-17-9720/,Core i5-12500H,16GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,17.0 inch FHD+,100 %,2.21 kg,"6 Cell, 97 Wh",DELL
Dell XPS 15 9510,45390000,https://techcare.vn/wp-content/uploads/2021/05/dell-xps-15-9510-11-300x300.png,https://techcare.vn/san-pham/dell-xps-15-9510/,Core i7-11800H,16GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,100 %,1.81 kg,6-Cell 86WHr,DELL
Dell XPS 15 9520,38600000,https://techcare.vn/wp-content/uploads/2022/07/dell-xps-15-9520-10-300x300.png,https://techcare.vn/san-pham/dell-xps-15-9520/,Core i5-12500H,16GB,SSD 256GB,Intel UHD Graphics,15.6 inch FHD+,100 %,1.92 kg,86WHr,DELL
Lenovo ThinkPad X1 Carbon Gen 9,28900000,https://techcare.vn/wp-content/uploads/2021/06/lenovo-thinkpad-x1-carbon-gen-9-14-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-x1-carbon-gen-9/,Core i7-1185G7,16GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,99%,1.13kg,4Cell 57WHrs,LENOVO
Dell XPS 13 Plus 9320,26900000,https://techcare.vn/wp-content/uploads/2022/07/dell-xps-13-plus-9320-9-300x300.png,https://techcare.vn/san-pham/dell-xps-13-plus-9320/,Core i5-1240P,16GB,SSD 512GB,Intel Iris Xe Graphics,13.4 inch Full HD cảm ứng,New Outled,,60 Wh Lithium-Ion,DELL
HP Elitebook 840 G8,15900000,https://techcare.vn/wp-content/uploads/2022/07/hp-elitebook-840-g8-300x300.jpg,https://techcare.vn/san-pham/hp-elitebook-840-g8/,Core i7-1185G7,16GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,99%,1.33kg,"3-cell, 53 Wh Li-ion",HP
Dell Vostro 5410,16200000,https://techcare.vn/wp-content/uploads/2021/04/dell-vostro-5410-12-300x300.jpg,https://techcare.vn/san-pham/dell-vostro-5410/,Core i5-11320H,8GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,,4 Cell 54WHr,DELL
Dell Vostro 5515,15200000,https://techcare.vn/wp-content/uploads/2021/07/dell-vostro-5515-7-300x300.jpg,https://techcare.vn/san-pham/dell-vostro-5515/,AMD Ryzen 5 5500U,8GB,SSD 256GB,AMD Radeon Graphics,15.6 inch Full HD,100 %,,"4-cell, 54 WHr, Polymer",DELL
Lenovo IdeaPad 5 Pro 16ACH6,16300000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-ideapad-5-pro-16ach6-12-300x300.jpg,https://techcare.vn/san-pham/lenovo-ideapad-5-pro-16ach6/,AMD Ryzen 5 5600H,8GB,SSD 512GB,AMD Radeon Graphics,16 inch WQXGA,100 %,,"4-Cell, 75Wh",LENOVO
HP 15S-DU3025TU,14500000,https://techcare.vn/wp-content/uploads/2021/05/hp-15s-du3025tu-4-300x300.png,https://techcare.vn/san-pham/hp-15s-du3025tu/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD,100 %,,"3-cell, 41 Wh Li-ion",HP
Dell inspiron 3511,13500000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-3511-4.jpg,https://techcare.vn/san-pham/dell-inspiron-3511-i5/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD cảm ứng,100 %,1.96kg,Cell-41Wh,DELL
Asus Zenbook Flip 15 Q508,16600000,https://techcare.vn/wp-content/uploads/2022/08/asus-zenbook-flip-15-q508-8-300x300.png,https://techcare.vn/san-pham/asus-zenbook-flip-15-q508/,AMD Ryzen 7-5700U,8GB,SSD 256GB,Nvidia Geforce MX450 2GB,15.6 inch Full HD,100 %,"1,90 kg","56WHrs, 4S1P, 4-cell Li-ion",ASUS
HP Notebook 14s cr2005tu,10200000,https://techcare.vn/wp-content/uploads/2021/12/hp-notebook-14s-cr2005tu-300x300.jpg,https://techcare.vn/san-pham/hp-notebook-14s-cr2005tu/,Core i5-10210U,8GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,99%,1.43 kg,"3-cell, 41 Wh Li-ion",HP
Acer swift 3 SF314 2022,13900000,https://techcare.vn/wp-content/uploads/2022/08/acer-swift-3-sp314-2022-13-300x300.png,https://techcare.vn/san-pham/acer-swift-3-sf314-2022/,AMD Ryzen 7-5700U,8GB,SSD 512GB,AMD Radeon Graphics,14 inch Full HD,New Outled,,3 Cell 48Whr,ACER
Lenovo IdeaPad 3 15ITL05,11900000,https://techcare.vn/wp-content/uploads/2022/02/lenovo-ideapad-3-15itl05-9-300x300.png,https://techcare.vn/san-pham/lenovo-ideapad-3-15-itl05/,Core i3-1115G4,8GB,SSD 256GB,Intel UHD Graphics,15.6 inch HD,100 %,,2 Cells 38WHrs,LENOVO
Asus VivoBook 14 X413JA,9500000,https://techcare.vn/wp-content/uploads/2021/10/asus-vivobook-14-x413ja-7-300x300.png,https://techcare.vn/san-pham/asus-vivobook-14-x413ja/,Core i3-1005G1,4GB,SSD 128GB,Intel UHD G1,14 inch Full HD,100 %,1.4 kg,42Wh,ASUS
Dell Inspiron 5410,16300000,https://techcare.vn/wp-content/uploads/2022/07/dell-inspiron-5410-11.png,https://techcare.vn/san-pham/laptop-dell-inspiron-5410/,Core i5-11300H,16GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,1.461 kg,"4-cell, 54 WHr polymer, integrated",DELL
Dell Inspiron 16 N5625,15800000,https://techcare.vn/wp-content/uploads/2021/07/dell-inspiron-16-n5625-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-16-n5625/,AMD Ryzen R5-5625U,16GB,SSD 512GB,AMD Radeon Graphics,16.0 inch FHD+,100 %,,4 Cell 54WHr,DELL
Dell Inspiron 7506,16900000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-7506-9-300x300.png,https://techcare.vn/san-pham/dell-inspiron-7506/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD cảm ứng,100 %,1.95 kg (4.30 lbs),53 Wh Lithium-Ion,DELL
Acer Swift SF314,16500000,https://techcare.vn/wp-content/uploads/2020/05/acer-swift-sf314-11-300x300.png,https://techcare.vn/san-pham/acer-swift-sf314/,AMD Ryzen 5 4500U,8GB,SSD 512GB,AMD Radeon Graphics,14 inch Full HD,100 %,,3 cell 48 Wh Pin liền,ACER
Acer Swift 3 SF314-59,15300000,https://techcare.vn/wp-content/uploads/2021/10/acer-swift-3-sf314-59-11-300x300.jpg,https://techcare.vn/san-pham/acer-swift-3-sf314-59/,Core i3-1135G4,8GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,100 %,,48 Wh,ACER
Dell Inspiron 5505,14500000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-5505-15.jpg,https://techcare.vn/san-pham/dell-inspiron-5505/,AMD Ryzen 5 4500U,8GB,SSD 256GB,AMD Radeon Graphics,15.6 inch Full HD,New Outled,1.83kg,51Wh,DELL
Dell Inspiron 15 3525,10900000,https://techcare.vn/wp-content/uploads/2022/08/dell-inspiron-15-3525-6-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-15-3525/,AMD Ryzen 3-3250U,8GB,SSD 128GB,AMD Radeon Graphics,15.6 inch Full HD,100 %,1.68kg,"3 Cell, 41Wh",DELL
Acer Aspire 5,11900000,https://techcare.vn/wp-content/uploads/2021/11/acer-aspire-5-4-300x300.png,https://techcare.vn/san-pham/acer-aspire-5/,AMD Ryzen 3-3200U,4GB,SSD 128GB,AMD Radeon Vega 3 Graphics,15.6 inch Full HD,100 %,,48Wh,ACER
Dell Inspiron 7425,15800000,https://techcare.vn/wp-content/uploads/2021/07/dell-inspiron-7425-300x300.png,https://techcare.vn/san-pham/dell-inspiron-7425/,AMD Ryzen R5-5625U,8GB,SSD 512GB,AMD Radeon Graphics,14 inch FHD+ cảm ứng,100 %,1.63 kg,54 Wh,DELL
Acer Swift 1 (SF114-33),9900000,https://techcare.vn/wp-content/uploads/2021/10/acer-swift-1-sf114-33-6-300x300.jpg,https://techcare.vn/san-pham/acer-swift-1-sf114-33/,Intel Celeron Processor N4020,4GB,SSD 128GB,Intel UHD Graphics,14 inch Full HD,100 %,1.3 kg,48Wh,ACER
Lenovo IdeaPad 3 14IIL05,7900000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-ideapad-3-14iil05-11-300x300.png,https://techcare.vn/san-pham/lenovo-ideapad-3-14iil05/,Core i3-1005G1,4GB,SSD 128GB,Intel UHD Graphics,14 inch Full HD,100 %,,2 cell 35 Wh,LENOVO
Dell Latitude 9410,22300000,https://techcare.vn/wp-content/uploads/2021/12/dell-latitude-9410-9-300x300.png,https://techcare.vn/san-pham/dell-latitude-9410/,Core i5-10210U,8GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,100 %,,4-Cell 52 Wh,DELL
Lenovo ThinkPad X1 Yoga Gen 5,21500000,https://techcare.vn/wp-content/uploads/2022/07/lenovo-thinkpad-x1-yoga-gen-5-300x300.jpg,https://techcare.vn/san-pham/lenovo-thinkpad-x1-yoga-gen-5/,Core i5-10210U,8GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,99%,,51Whr,LENOVO
Lenovo Yoga Slim 7 14ITL05,17900000,https://techcare.vn/wp-content/uploads/2022/07/lenovo-yoga-slim-7-14itl05-300x300.jpg,https://techcare.vn/san-pham/lenovo-yoga-7-15iyl5/,Core i5-1135G7,12GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,99%,1.8 kg,71Wh,LENOVO
Dell Inspiron 7306,18300000,https://techcare.vn/wp-content/uploads/2021/08/dell-inspiron-7306-11-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-7306/,Core i5-1135G7,8GB,SSD 512GB,Intel Iris Xe Graphics,13.3 Inch Full HD cảm ứng,100 %,1.37 kg,4Cell 60WHrs,DELL
Samsung Galaxy Alpha 2,16900000,https://techcare.vn/wp-content/uploads/2021/02/samsung-galaxy-book-flex-alpha-2-12-300x300.png,https://techcare.vn/san-pham/samsung-galaxy-book-flex-alpha-2/,Core i5-1135G7,8GB,SSD 256GB,Intel Iris Xe G7,13.3 Inch Full HD cảm ứng,100 %,1 kg,4 Cell – 54Wh,SAMSUNG
Lenovo Legion R9000X,33590000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-legion-r9000x-10-300x300.jpg,https://techcare.vn/san-pham/lenovo-legion-r9000x/,AMD Ryzen 7-5800H,8GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch WQXGA,100 %,1.9 kg,4 Cell 71 WHr,LENOVO
Lenovo Legion 5 Pro R9000P,29900000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-legion-5-pro-r9000p-14-300x300.png,https://techcare.vn/san-pham/lenovo-legion-5-pro-r9000p/,AMD Ryzen 7-5800H,16GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,16 inch WQXGA,New Outled,2.54 kg,4 Cell 80 WHr,LENOVO
Acer Predator Triton 500SE,28590000,https://techcare.vn/wp-content/uploads/2022/08/acer-predator-triton-500-se-300x300.jpg,https://techcare.vn/san-pham/acer-predator-triton-500-se/,Core i7-11800H,16GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,16 inch WQXGA,New Outled,2.4 kg,"4-cell, 99 Wh",ACER
Lenovo Legion 5 Pro 16ACH6H,39590000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-legion-5-pro-16ach6h-15-300x300.png,https://techcare.vn/san-pham/lenovo-legion-5-pro-16ach6h/,AMD Ryzen 7-5800H,16GB,SSD 512GB,Nvidia GeForce RTX 3070 8GB,16 inch WQXGA,100 %,2.45 kg,4 Cell 80 WHr,LENOVO
Asus ROG Strix SCAR 15 G533QS-DS76,41690000,https://techcare.vn/wp-content/uploads/2022/08/asus-rog-strix-scar-15-g533qs-ds76-300x300.jpg,https://techcare.vn/san-pham/asus-rog-strix-scar-15-g533qs-ds76/,AMD Ryzen 7-5800H,16GB,SSD 1TB,Nvidia GeForce RTX 3080 10GB GDDR6,15.6 inch Full HD,100 %,~2.5 kg,"4-cell Li-ion, 90WHrs, 4S1P",ASUS
Asus TUF FX507ZC-HN124W,25500000,https://techcare.vn/wp-content/uploads/2022/08/asus-tuf-gaming-fx507zc-hn124w-10.png,https://techcare.vn/san-pham/laptop-asus-tuf-gaming-fx507zc-hn124w/,Core i7-12700H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,2.20 Kg,"4-cell, 56WHrs",ASUS
Dell Vostro 5415,14400000,https://techcare.vn/wp-content/uploads/2021/10/dell-vostro-5415-7-300x300.png,https://techcare.vn/san-pham/dell-vostro-5415/,AMD Ryzen 5 5500U,8GB,SSD 256GB,AMD Radeon Graphics,14 inch Full HD,100 %,,"4-Cell Battery, 54WHr",DELL
HP Omen 16 B0005DX,41590000,https://techcare.vn/wp-content/uploads/2022/08/hp-omen-16-b0005dx-8-300x300.png,https://techcare.vn/san-pham/hp-omen-16-b0005dx/,Core i7-11800H,16GB,SSD 1TB,Nvidia GeForce RTX 3070 8GB,16.1 inch QHD,100 %,,"4-cell, 70 Wh Li-ion polymer",HP
Asus ROG STRIX G17 G713I,34690000,https://techcare.vn/wp-content/uploads/2022/08/asus-rog-strix-g17-g713i-300x300.jpg,https://techcare.vn/san-pham/asus-rog-strix-g17-g713i/,AMD Ryzen 7-4800H,16GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,17.3 inch Full HD,100 %,~2.7 kg,90Whr,ASUS
Lenovo Legion 5 Pro 16IAH7H,38590000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-legion-5-pro-16iah7h-10-300x300.jpg,https://techcare.vn/san-pham/lenovo-legion-5-pro-16iah7h/,Core i7-12700H,16GB,SSD 1TB,Nvidia GeForce RTX 3060 6GB,16 inch WQXGA,100 %,"2,49kg",80WHrs – 4 Cells,LENOVO
Dell G15 5520 2022,25300000,https://techcare.vn/wp-content/uploads/2022/08/dell-g15-5520-2022-300x300.jpg,https://techcare.vn/san-pham/dell-g15-5520-2022/,Core i7-12700H,16GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,100 %,~2.5 kg,"3-cell, 56WHz",DELL
Asus TUF FA507RC-HN051W,19800000,https://techcare.vn/wp-content/uploads/2022/08/asus-tuf-gaming-fa507rc-hn051w-9.png,https://techcare.vn/san-pham/laptop-asus-tuf-gaming-fa507rc-hn051w/,AMD Ryzen 7-6800H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,,4 Cell 56WHr,ASUS
Dell XPS 17 9710,45200000,https://techcare.vn/wp-content/uploads/2022/08/dell-xps-17-9710-10-300x300.png,https://techcare.vn/san-pham/dell-xps-17-9710/,Core i7-11800H,16GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,17.0 inch FHD+,100 %,2.21kg,97 Wh Lithium-Ion,DELL
Asus TUF FX506HCB-HN144W,17500000,https://techcare.vn/wp-content/uploads/2022/08/asus-tuf-fx506hcb-hn144w-15-1.jpg,https://techcare.vn/san-pham/asus-tuf-fx506hcb-hn144w/,Core i5-11400H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,,"48WHrs, 3-cell Li-ion",ASUS
Lenovo X1 Carbon Gen 8,29900000,https://techcare.vn/wp-content/uploads/2021/06/lenovo-thinkpad-x1-carbon-gen-8-9-300x300.png,https://techcare.vn/san-pham/lenovo-thinkpad-x1-carbon-gen-8/,Core i7-10510U,16GB,SSD 512GB,Intel UHD Graphics,14 inch WQHD,99%,1.08kg,4 Cell 51Wh,LENOVO
HP EliteBook X360 1030 G7,28900000,https://techcare.vn/wp-content/uploads/2021/06/hp-elitebook-x360-1030-g7-8-300x300.png,https://techcare.vn/san-pham/hp-elitebook-x360-1030-g7/,Core i7-10710U,16GB,SSD 1TB,Intel UHD Graphics,13.3 Inch Full HD cảm ứng,99%,,"4-cell, 54 Wh",HP
HP EliteBook x360 1040 G7,29500000,https://techcare.vn/wp-content/uploads/2021/09/hp-elitebook-x360-1040-g7-10-300x300.png,https://techcare.vn/san-pham/hp-elitebook-x360-1040-g7/,Core i7-10610U,16GB,SSD 512GB,Intel UHD Graphics 630,14 inch Full HD,99%,,"4-cell, 78.5 Wh",HP
Dell Latitude 5320,25200000,https://techcare.vn/wp-content/uploads/2022/08/dell-latitude-5320-9-300x300.png,https://techcare.vn/san-pham/dell-latitude-5320/,Core i7-1185G7,16GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,100 %,1.18 kg,63 Wh Lithium-Ion,DELL
Dell Latitude 7410,11900000,https://techcare.vn/wp-content/uploads/2020/05/dell-latitude-7410-7-300x300.png,https://techcare.vn/san-pham/dell-latitude-7410/,Core i5-10310U,16GB,SSD 256GB,Intel HD Graphics,14 inch Full HD,99%,1.46 kg,"4 Cell, 52WHr",DELL
Lenovo ThinkPad X13 Gen 1,23500000,https://techcare.vn/wp-content/uploads/2021/10/lenovo-thinkpad-x13-gen-1-6-300x300.png,https://techcare.vn/san-pham/lenovo-thinkpad-x13-gen-1/,Core i5-10210U,8GB,SSD 512GB,Intel UHD Graphics,13.3 inch Full HD,99%,,"6 Cell, 48WH",LENOVO
Lenovo Thinkpad T15,24500000,https://techcare.vn/wp-content/uploads/2021/12/lenovo-thinkpad-t15-7-300x300.png,https://techcare.vn/san-pham/lenovo-thinkpad-t15/,Core i7-10510U,8GB,SSD 256GB,Intel HD Graphics 620,15.6 inch Full HD,99%,,3 Cell 57 MHz,LENOVO
Dell Xps 13 9305,22000000,https://techcare.vn/wp-content/uploads/2021/11/dell-xps-13-9305-12-300x300.png,https://techcare.vn/san-pham/dell-xps-13-9305-corei7/,Core i7-1165G7,8GB,SSD 256GB,Intel Iris Xe Graphics,13.3 inch Full HD,New Outled,,52Wh,DELL
HP Victus 15-fa0032dx,22900000,https://techcare.vn/wp-content/uploads/2022/08/hp-15-fa0032dx.jpg,https://techcare.vn/san-pham/laptop-hp-15-fa0032dx/,Core i7-12650H,16GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,100 %,2.29 kg,"4 Cells, 70 Wh",HP
Acer Swift 3 SF314 2022,14900000,https://techcare.vn/wp-content/uploads/2022/08/acer-swift-3-sp314-2022-12-300x300.jpg,https://techcare.vn/san-pham/acer-swift-3-sf314-2022-core-i7/,Core i7-1165G7,8GB,SSD 256GB,AMD Radeon Graphics,14 inch Full HD,100 %,,3 Cell 48Whr,ACER
Lenovo Legion 5,18800000,https://techcare.vn/wp-content/uploads/2022/08/lenovo-legion-5-8-300x300.jpg,https://techcare.vn/san-pham/lenovo-legion-5/,AMD Ryzen 5-4600H,8GB,SSD 512GB,Nvidia GeForce GTX 1650Ti 4GB,15.6 inch Full HD,New Outled,2.3 kg,4 Cell,LENOVO
Msi Gf63 Thin 10SC,15500000,https://techcare.vn/wp-content/uploads/2022/07/msi-gf63-thin-10sc-15.jpg,https://techcare.vn/san-pham/laptop-msi-gf63-thin-10sc/,Core i5-11400H,8GB,SSD 512GB,NVIDIA GEFORCE RTX 1650 4GB,15.6 inch Full HD,New Outled,,3 cell 51Wh,MSI
HP EliteBook 735 G5,15900000,https://techcare.vn/wp-content/uploads/2022/07/hp-elitebook-735-g5-300x300.jpg,https://techcare.vn/san-pham/hp-elitebook-735-g5/,AMD Ryzen 7 2700U,8GB,SSD 512GB,AMD Radeon Vega 8,13.3 inch Full HD,99%,,3 cell,HP
Dell g15 5515,22100000,https://techcare.vn/wp-content/uploads/2022/07/dell-g15-5515-16.jpg,https://techcare.vn/san-pham/dell-g15-5515-amd/,AMD Ryzen 7-5800H,8GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,New Outled,2.57kg,56WHr,DELL
Dell G5 15 5500,15800000,https://techcare.vn/wp-content/uploads/2020/06/dell-g5-15-5500-9-300x300.jpg,https://techcare.vn/san-pham/dell-g5-15-5500/,Core i5-10300H,8GB,SSD 256GB,Nvidia GeForce GTX 1650Ti 4GB,15.6 inch Full HD,99%,,4 Cell,DELL
Lenovo ThinkPad T14,11500000,https://techcare.vn/wp-content/uploads/2021/04/lenovo-thinkpad-t14-6-300x300.png,https://techcare.vn/san-pham/lenovo-thinkpad-t14-i7/,Core i5-10210U,16GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,99%,,50 Wh,LENOVO
Dell Vostro 14 3400,18500000,https://techcare.vn/wp-content/uploads/2021/07/dell-vostro-14-3400-7-300x300.jpg,https://techcare.vn/san-pham/dell-vostro-14-3400/,Core i5-1135G7,16GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,100 %,1.59 kg,"3-cell, 42 WHr",DELL
Dell Vostro 15 3510,19700000,https://techcare.vn/wp-content/uploads/2022/04/dell-vostro-15-3510-10-300x300.jpg,https://techcare.vn/san-pham/dell-vostro-15-3510/,Core i5-1135G7,8GB,SSD 512GB,Intel Iris Xe Graphics,15.6 inch Full HD,100 %,1.69 Kg,3 cell 41Whr,DELL
Dell Latitude 3520,10900000,https://techcare.vn/wp-content/uploads/2022/01/dell-latitude-3520-6-300x300.png,https://techcare.vn/san-pham/dell-latitude-3520/,Core i3-1115G4,8GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD,100 %,1.79kg,"3 Cell, 41Whr",DELL
Dell Latitude 5410,9300000,https://techcare.vn/wp-content/uploads/2021/07/dell-latitude-5410-8-300x300.jpg,https://techcare.vn/san-pham/dell-latitude-5410/,Core i5-10210U,8GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,99%,1.48 kg,4 Cell 68Whr,DELL
Dell Vostro 3405,13500000,https://techcare.vn/wp-content/uploads/2021/12/dell-vostro-3405-300x300.jpg,https://techcare.vn/san-pham/dell-vostro-3405/,AMD Ryzen 5-3500U,8GB,SSD 480GB,AMD Radeon Vega 8,14 inch Full HD,99%,1.6 kg,3 cell – 45Whr,DELL
Dell Vostro 5510,16500000,https://techcare.vn/wp-content/uploads/2020/06/dell-vostro-5510-6-300x300.png,https://techcare.vn/san-pham/dell-vostro-5510/,Core i5-11320H,16GB,SSD 512GB,Intel Iris Plus Graphics,15.6 inch Full HD,New Outled,1.91Kg,4 cell,DELL
Dell Inspiron 3515,13400000,https://techcare.vn/wp-content/uploads/2021/12/dell-inspiron-3515-300x300.jpg,https://techcare.vn/san-pham/dell-inspiron-3515/,AMD Ryzen 5-3500U,8GB,SSD 256GB,AMD Radeon Vega 8,15.6 inch Full HD,100 %,1.69 kg,41 Wh,DELL
Dell Inspiron 5406,13300000,https://techcare.vn/wp-content/uploads/2021/07/dell-inspiron-5406-12-300x300.png,https://techcare.vn/san-pham/dell-inspiron-5406/,Core i3-1115G4,8GB,SSD 256GB,Intel Iris Xe Graphics,14 inch HD cảm ứng,100 %,1.54 kg,3 Cell 40WHr,DELL
Asus Zenbook 14 Q407IQ,19400000,https://techcare.vn/wp-content/uploads/2021/10/asus-zenbook-14-q407iq-13-300x300.png,https://techcare.vn/san-pham/asus-zenbook-14-q407iq/,AMD Ryzen 5 4500U,8GB,SSD 256GB,Nvidia GeFore MX350 2GB GDDR5,14 inch Full HD,100 %,1.2kg,50Wh / 4 Cells,ASUS
